Author,Title,Review,Rating,Dates,Restaurant
SophiaKL,Love their Chicken Mandy!,"I am a fan of Chicken Mandy, I think this one is among the best one I ever had. As good as Saba restaurant, and Dima Restaurant. Their mint tea is my favourite too!",5,Reviewed 4 July 2015 ,Sahara Tent Restoran
"221mohdzShah Alam, Malaysia",Feeling Arabic!,A fairly exclusive restaurant if you want to entertain your guest especially foreigner. The taste of foods are good and you may find many original recipes or cuisines from a middle east region. The prices also about average and not so expensive. They provide a few type of tables which you can match with the number of people dining in. Show less,4,Reviewed 1 July 2015 ,Sahara Tent Restoran
DrMSKamarudin,Good Value For Money,Had been here several times with my family and friends. The quality of dishes has been consistently good. Love the baklavas.,5,Reviewed 21 June 2015 ,Sahara Tent Restoran
Mahadi8488,"Good food, nice ambiance","One of the earliest middle-eastern restaurant tried in Shah Alam. Good selection from the menu and some comfy sofas!

Our family drop by here every now and then.",3,Reviewed 4 April 2015 ,Sahara Tent Restoran
"d2razakShah Alam, Malaysia",Best Mandy dish in Shah Alam,"Everytime we want to have middle eastern food, this is a place to be in Shah Alam. Also it is value for money as far as the dishes that we ordered. Their ""nak nak"" or lime juice blended with mint leaves is also something to look forward too....Show less",4,Reviewed 7 January 2015 ,Sahara Tent Restoran
"AniAdnan38Istanbul, Turkey",Authentic Arabic meals,Sahara Tent had always maintained its quality and taste over the years and they never failed to deliver. Their best seller Mandy Lamb must be the best compared to the rest and is authenticly Arabic. This is the place to go to should you have a craving for Arabic food. The freshly made breads are nice and soft and taste wonderful with the humus or Baba ghanous. If you are adventurous...try out their wonderful baklava....simply delicious !!Show less,5,Reviewed 3 December 2014 ,Sahara Tent Restoran
Karla K,Good Arabian Food,Current favourite Arabian Restaurant to go to (for now). Their lamb dishes & hummus with bread are exceptional. Rice dishes are also good but if you're not really hungry share it with another.,5,Reviewed 30 September 2014 ,Sahara Tent Restoran
AssPersian,"the arabic salad not exactly like arabic ...over cooked chicken, and all drink came from can.","the arabic salad not exactly like arabic ...over cooked chicken, and all drinks selection not appropriate with the price on menu.",2,Reviewed 18 September 2014 ,Sahara Tent Restoran
"DewiRatnaKuala Lumpur, Malaysia","Ahhhh, Sahara Tent","Sahara Tent is a long established Middle Eastern Restaurant. The shah alam branch, I have only been here once or twice. I like the food here. There's really nothing special about it, except for the convenience of the location in a shopping mall.Recently we went for a quick lunch. We ordered the set menu. My husband had the lamb and I had the fish biryani. Nice ambience but pretty average food and service. The prices are fair and portion size makes it great value for money.Show less",3,Reviewed 16 September 2014 ,Sahara Tent Restoran
sharhZA,Favourite,I love arabian food and this is among my favourite eatery. Extensive choices with reasonable price. The ambience are great with arabian decorations. I love to be seated in the arabic style-like hut.,4,Reviewed 9 September 2014 ,Sahara Tent Restoran
"nazrisallehShah Alam, Malaysia",Lamb kebab from heaven,"I recently dine in one of sahara tent outlet in Shah Alam. Ordered a lamb kebab since do not want to take a risk with other Arabic dish that I can't pronounce the name. The lamb kebab arrived in 15 minutes after we placed the order. Wow it was so juicy and not dry. My wife who don't usually take lamb, fall in love with this kebab. We ordered another one and will come again in the future.Show less",5,Reviewed 21 January 2014 ,Sahara Tent Restoran
"daniel WShah Alam, Malaysia",Felt cheated!,"Wanted to try out this place since we love eating middle-eastern food so much.Ordered Grilled Chicken with Mushroom, doesn't look appetising. Grilled chicken looked like it has been cooked earlier. The worst is mushroom topping that is poured right out from the can. If you don't have fresh ones, at least please sauté it! Spoke to the cashier guy of the poor standard of the food. When I enquire him of the cook, he told me he is an Iraqi guy. But when I walk pass the kitchen I see six Vietnamese cooks in the kitchen. Totally felt cheated! Wiil never be back again.Show less",1,Reviewed 14 September 2013 ,Sahara Tent Restoran
Nale N,"One of good arabic restaurant (Shah Alam, Selangor)",good food and good service. The owner is not Yemeni but the food yes. Might want to try new Hadramawt restaurant next door (shared with Concorde Hotel),3,Reviewed 25 June 2013 ,Sahara Tent Restoran
"Gracie2307Adelaide, Australia","Great food, authentic taste","What a little gem in a not so expected location.This restaurant together with it's staff is a little gem. Very clean, very professional and very good food.We ate here for lunch on a business meeting. I was expecting good food and what I got was great food. The lamb is so tender, the dips are so smooth, and the bread is to die for. They cook it all fresh, so what you get is really ""A grade"" quality food.I have been to many middle eastern food outlets and I generally leave with a lingering taste in my mouth, or find that a few hours later I can still taste the meal (not in a nice way).With this place you don't get any of that, and I put it down to their lack of preservatives and freshness in their cooking. You don't have to look hard to see that, and once you taste the food you will agree.The pricing is around 40-75 Ringgit for 2 persons for a very decent meal.I would say this is right on the money, as the food quality, cleanliness and service is excellent for that price.Show less",5,Reviewed 1 March 2013 ,Sahara Tent Restoran
"stefaniecstPetaling Jaya, Malaysia",Well worth lunch bento,"Been many years since I last came here. Nothing much has change. Still casual homely Japanese restaurant First time trying their lunch set. Very worth and not overpriced. The sashimi set that I order was fresh with sweet juicy ebi, but the kampachi are just average, not the kind that melts in my mouthThe additional order of tuna sashimi are thick and juicy, but sashimi salmon are cut very thin though. Total bill for 5adults are rm300 plus with 5 lunch sets. Do come here for some value lunch set. Service are prompt as usualShow less",4,Reviewed 3 December 2020 ,Kinpachi Japanese Restaurant
James201410,"Food is not bad, but pricey","Food is actually not bad, but the price is a little bit too expensive. Being a fan of Japanese cuisine, I was excited to have my dinner here. However, I am a bit disappointed with the food.",2,Reviewed 29 July 2020 ,Kinpachi Japanese Restaurant
GDayMateAustralia,Excellent bento,"Wonderful service and great tasting food. Teriyaki salmon was flavourful as was the excellent miso soup and even the shredded salad was exceptional. You will not be disappointed coming here. Give them your business, you won’t be sorry.",5,Reviewed 20 September 2019 ,Kinpachi Japanese Restaurant
"sriramar29Mumbai, India",Best Skewers in town,"Best Japanese Skewers I ever had. One Chef who makes amazing work on Meats. The Beef was great, tender, juicy and properly cooked. Chicken skin was crunchy, and Rice cake was also great. And must try is the beef. These skewers will go with the Japanese White whisky and lemonade. A must try place if you are in subang. This place is open in evening and closed on MondaysShow less",5,Reviewed 17 July 2019 ,Kinpachi Japanese Restaurant
dc_rock85,Good Authentic Jap Food,"The ambiance, food, service are all of great quality. The price is on the upper side, but you get what you pay for. Definitely a good place for a Jap fix.",5,Reviewed 3 July 2019 ,Kinpachi Japanese Restaurant
Premkraj,Dinner,Good food with reasonable price....will go back. My wife enjoyed the food. Service was also up to par.,4,Reviewed 13 March 2019 ,Kinpachi Japanese Restaurant
"songllengPetaling Jaya, Malaysia",Regular visitor when craving for Jap.,"Born and bred in Subang, this place is my go-to when I crave jap. The prices are super reasonable for what you get. They have an extensive menu and include pork in their kitchen. The sashimi here is top notch for the price. BBQ skewers are pretty decent and they carry whatever is fresh from Japan. Their private rooms are amazing for catching up with friends or private business meetings.Show less",5,Reviewed 25 August 2018 ,Kinpachi Japanese Restaurant
Joanna_CF,Reasonably priced Japanese food,Good Japanese food for a reasonable price. The chef is a Japanese and they do serve set lunch. Parking is easy and no reservation required usually,4,Reviewed 3 August 2018 ,Kinpachi Japanese Restaurant
A T,"Good food, friendly waiters","Booked a room in the restaurant.  The deco is a dated as expected for a restaurant that has been around for s long time.  Waitress were attentive and friendly. Food was good.  Set dinner was plentiful and filling. 

Overall,  a very pleasant experience.",4,Reviewed 29 July 2018 ,Kinpachi Japanese Restaurant
"SamC1665Subang Jaya, Malaysia",Established eatery in Subang Jaya,"Kinpachi has been around offering a decent fare to Subang Jaya residents. Their food is pretty good with a sizeable portion. Compared to other authentic eateries of the same nature, one should not place too high of an expectation as the outlet caters for families and food lovers...Show less",4,Reviewed 19 June 2018 ,Kinpachi Japanese Restaurant
Calvin L,Really Mediocre Japanese Food,"We decided to drop by after reading some reviews on this place. The place was easy to spot with a well decorated shop front and the door service was prompt and polite. The impression when we stepped in was awesome, we were welcomed quickly and the ambience was pretty good, with the smell of the grilled food. However, the Rattan chairs are hard and uncomfortable, if you have long hair and rest your head on the chair, it will get caught. So becareful.Overall, the price of the food was on the high side and their plastic laminated menu was not impressive. Showing signs of a cheap family restaurant but charging high prices. RM60 for 2 Miserables slices of Unagi, from Taiwan apparently, as advised by the waitress. Not being too quick to judge, we just ordered and waited for the food. The sashimi came first within 6mins, however the rest of the food came 15mins later. They should serve it back to back and not with such a long interval. The Ramen was a disaster. Do not order this dish. It was horrendous. The noodles we're soggy, soup was tasteless and there's alot of fat floating on the top of the broth, as shown in the photo. #pukesThe Pacific Perch has such a fowl smell when it arrived. Giving it the benefit of doubt, we tried it. The meat does not look fresh as it was very soggy and the meat is extremely salty. After one bite, we told them to remove it from the table as it was very smelly. The Soba was good, but not the tempura. The batter was soggy and soft, and as you can see from the photo, the size of a strand of soba is about the same size as the Prawn Tempura. Lastly the oyako Don was very mediocre and nothing special. Overall, the food quality of this place is really low, I think they really use cheap suppliers and the quality of food is definitely not there when is comes to finishing as well. This meal is highly disappointed and left us dissatisfied, as u can see, we didn't even finish half of our food. That's how bad it was. Maybe a more commercialized Rakuzen would be a much better option for the same price point. The crowd is really local with people in tshirt, shorts and slippers. Definitely not recommended for a business dinner. The food quality is really horrendous, a negative rating if possible but the saving grace is the attentive service and clean environment.Show less",2,Reviewed 12 June 2018 ,Kinpachi Japanese Restaurant
markkent82,Delicious,"Despite of long waiting, Hawaiian Poke on the right side of picture is so great. It is not spicy though.",4,Reviewed 14 April 2018 ,Kinpachi Japanese Restaurant
"SuetLeng98Kuala Lumpur, Malaysia",Ramen is Yum,"I am not a sashimi person but I feel like this place has food for everybody. It comes with variety of choices. Out of 2 times visit here, I notice that quite a lot of Japanese can be spotted in this restaurant. Overall food and ambience is great! Should totally try visiting once if you've never been here. Show less",5,Reviewed 22 November 2017 ,Kinpachi Japanese Restaurant
move27,nice find !,"I loved the food ! service was swift, fresh food, good selection in the menu...what more do you want on a rushed meal ..",5,Reviewed 5 October 2017 ,Kinpachi Japanese Restaurant
stevecR986FT,Great Japanese food,"Great environment all round. They have rooms for large group and the sushi is great. Love the ramen selections offered.

They have this flying fish cut as sashimi first round and then deep fried! Love it.",5,Reviewed 11 July 2017 ,Kinpachi Japanese Restaurant
"MaxManilaManila, Philippines",Kovert Kinpachi,"This restaurant is not easy to see from the street, just a narrow staircase leading up to the 2nd floor entrance. Regular patrons may be loyal customers. However, we were fortunate to be guided by a someone familiar with the local scene. Truly good Japanese food. And value for money. I recommend the kinpachi bento set and tendon which are what we ordered for our group. The bento consisted of hot miso, vegetable salad, 2 pcs of tempura, 2 types of sashimi, fish, katsudon, egg salad, tofu and fruit desserts. Definitely filling. Best pair is always hot Japanese tea. Show less",4,Reviewed 11 July 2017 ,Kinpachi Japanese Restaurant
"yss97Kuala Lumpur, Malaysia","Good quality, fresh Japanese food","The restaurant is up a flight of stairs so not that visible from the road. However, it was full at lunch time and almost half the tables were filled with Japanese speaking people, so can't be bad. The sashimi was fresh, excellent. As they serve pork, I tried the Tonkatsu set, but the pork was a little dry, hence the 4 stars. Stick to the sashimi and sushi and you will be fine! Prices reasonable. Would return. Show less",4,Reviewed 23 February 2017 ,Kinpachi Japanese Restaurant
JamesKMTan,Nice japanese restaurant,"This simple japanese  restaurant is located in a quiet residential area nestvto the Shell and Petron petrol stations. You have to walk up a flight of stairs. Parking is plenty on the ground floor. 

The food is very typical japanese fare. Taste is truly authentic.",3,Reviewed 1 February 2017 ,Kinpachi Japanese Restaurant
"TzeYangSubang Jaya, Malaysia",Jap,"Im not the best person to talk about authenticity of the Japanese culture. But everytime i step in to the restaurant, and able to hear chatters in Japanese, I know that this place is frequent by Japanese, and that could just mean that they like this place. The food is pretty delicious, for my standards of having Zanmai, and some udon noodles at other Japanese restaurants in Malaysia. I'd say that they are worth the try, as an alternative to the other Rakuzen equivalent.Show less",4,Reviewed 9 December 2016 ,Kinpachi Japanese Restaurant
Minato86,Good Japanese food. ,"This place always has a crowd and it is no wonder because the service is good and the food is good. It is one of few Japanese restaurants that serve pork. The servings are decent, if not large.",4,Reviewed 5 November 2016 ,Kinpachi Japanese Restaurant
"sher1208Petaling Jaya, Malaysia",Still tastes the same after all these years!,"Definitely my favourite restaurant ever. It's the ONLY restaurant in SS17, Subang Jaya that survived.... That has to mean something :) It's tasty, and it still tastes the same after so many years of operation. The staff are friendly, food is delicious, and the price is very very reasonable compared to other Japanese restaurants in the nearby neighbourhoods. Teppanyaki, Wakayama Ramen & Katsu Curry Rice (sauce is loaded with shredded beef!!) are my favourite dishes! I always recommend this place to people I know...Show less",5,Reviewed 24 June 2016 ,Kinpachi Japanese Restaurant
"Tansue1954Puchong, Malaysia","Good food, friendly service","Kinpachi is by far one of the best Japanese restaurants in the Subang Jaya area. The food is fresh & delicious & the waiter & waitress that served us were attentive & gave excellent service. They also have bento sets which is value for money. If you're one who likes Japanese food the way it is meant to be & not one that caters to our local palate, then you have come to the right place as they have lots of Japanese clientele which proves that they serve authentic Japanese food.Show less",4,Reviewed 6 May 2016 ,Kinpachi Japanese Restaurant
"WilliamTan168Klang, Malaysia","Nice Food but ""Black Face"" Waitresses","Personally, their food is almost flawless. Generally all well-cooked and yummy. Even a fastidious Japanese food lover would inevitably find their food quality acceptable. Early booking is always a must especially during the weekends.It would have been better if they did not hire those foreign workers as waitresses who could not communicate well at all, and at the same time pulling a long face all the times. The service attitudes were utterly unacceptable.Show less",4,Reviewed 4 May 2016 ,Kinpachi Japanese Restaurant
Shawn O,Best authentic Japanese food,The ambient is rather busy with lots of people coming in. Only those living around subang knows that this is a good place for Japanese food. The Japanese themselves always patronise this place regularly as they feel this is as close to possible to home cook food. Pricing is pretty fair for the quality food that they served.Show less,4,Reviewed 28 April 2016 ,Kinpachi Japanese Restaurant
"LoiChinKuala Lumpur, Malaysia",So so Sushi,"Located in an isolated area in Subang Jaya, it was dark and scary when we arrived. We hope our vehicles would be safe. Walking up 2 flights of steps, a small door opens up to a cosy restaurant. We were a party of 8 and had a small room to ourselves. It was warm in the room but it was freezing the last time we came, like summer and winter. Maybe it is the change of seasons! We did not enjoy our last visit or food because of the freezing temperature. Now it is hot instead!Being in a room has its advantages but the waiters can't see you if you need them. You have to go out of the room to hail them. A small gadget to hail waiters would be useful.After the order, food came promptly. But as we did not come together, those who order earlier got their food last! A no-no in restaurant service! Breaded pork was too dry. The bread was too crusty and rough. Sushi was average, the rice should be warm. The ramen so-so, with a small naruto floating on its surface. The udon look rubbery, should have been pre-soaked. Our cawanmushi came late after we finished our meals. This could be due to their extensive menu. Wonder how the cooks could master even one dish if not everything in the menu.The green tea was like tea flavoured water. Not like green tea at all.The bill came to RM 60+ each.For this amount, we could have gone to a all-you-can-eat Japanese buffet in Sri Petaling or Old Klang Rod, complete with oysters, of similar or better quality of food.Having been in Japan and eaten in numerous restaurants and stalls there, this restaurant is like a typical ""Tai Chow"" or a neighbourhood restaurant at home. Natives from there who missed home cooked meals will flock to this place. For non-natives, you can have endles list of choice of good Japanese restaurants at reasonable price.Prune down the menu, fix the air-conditioning and install a waiter hailing gadget, and you could go from zero to Jiro!!;Show less",3,Reviewed 19 April 2016 ,Kinpachi Japanese Restaurant
"louiechryssaKuching, Malaysia",Favorite Japanese Restaurant,"Best authentic Japanese food in town. I love the varieties they provide in the menu, as well as the excellent service (they are very attentive to your needs and are always on standby to serve you or help you). Food takes a while to reach your plate but, I don't mind as this means they require time to prepare your food (better perfectly cooked than uncooked). The first thing you'll notice when you arrive at Kinpachi is the number of families (and some Japanese expats). Not entirely ideal for dates as it does get kind of awkward with families staring at you but ideal for a huge group as there are private rooms behind the kitchen. Overall wonderful place! (I'm a regular there)Show less",5,Reviewed 6 April 2016 ,Kinpachi Japanese Restaurant
meaningremission,Great Japanese treats,Value for money Japanese restaurant. Great service. Great choices of set-meals for both lunch and dinner.,4,Reviewed 26 October 2015 ,Kinpachi Japanese Restaurant
Nk485kuala lumpur,Authentic High End Japanese Food,"This is a high end non-halal Japanese restaurant which offers good traditional Japanese food.Location wise, it is convenient as it is away from the crowded areas in Subang Jaya and parking is not too difficult to obtain. As the restaurant is quite popular, prior reservations is recommended. The ambience inside the restaurant is pleasant and cozy but quite congested as it is housed in a shop lot. The waiters and waitresses are very pleasant, efficient and helpful. Their menu focuses primarily on Japanese cuisine which costs somewhere between RM60-RM80 per pax. Food is presented elegantly and the quality of their sushi, tempura, unagi, oysters and pork amongst others is worth the high price. As the restaurant is quite small, a group of 10-12 people would be comfortable, a larger group might be quite constraining space wise. This is a recommendable restaurant if you are looking for good quality Japanese food and want to entertain family or important clients.Show less",4,Reviewed 3 October 2015 ,Kinpachi Japanese Restaurant
"Morpheus20Hong Kong, China",Great Japanese food!,"Kinpachi is quite a good Japanese restaurant. They have a good selection of food and lots of choices. A lot of people say Unagi is very authentic. However I have my reservation. We order assorted sashimi, grilled skewer, Oden, and many others. Food quality is high and delicious. They also offer premium seafood from Japan, you can checkout my photos to have an idea. It is a good place for business dinner.Show less",4,Reviewed 1 October 2015 ,Kinpachi Japanese Restaurant
JohnsonTing,Delicious Japanese cuisine!,"Foods are nice and genuine, services are great, price are a little on the high side but the quality is worth the bucks.",4,Reviewed 15 September 2015 ,Kinpachi Japanese Restaurant
"C L SKuala Lumpur, Malaysia",Real & Delicious Japanese Food outside Japan,"Have been patronising Kinpachi since my eldest boy was 3 , he is now 19. Kinpachi is one of those gem that the longer you have the more you would appreciate the authenticity of its food. Located at Wisma Pedicorp directly opposite Subang Toyota Service centre. Ample parking at night not so good during day time. The food is one of the best Japanese that I have tasted in Klang Valley. The quality is consistent all these years that goes for their service too. I will be happy to take my guest there all the time. There are also many Japanese regulars there, a further testimony to Kinpachi authenticity. You will not regret giving Kinpachi go.Show less",5,Reviewed 18 March 2014 ,Kinpachi Japanese Restaurant
W212C,Fantastic,"This is my all time favourite place to have Japanese food. I've been going back there for 10 years now and never was I disappointed. Unlike Rakuzen, this is truly authentic!",5,Reviewed 28 December 2013 ,Kinpachi Japanese Restaurant
geehwc,The most reliable Japanese restaurant in terms of quality and value for money.,"Kinpachi, as always never fail to uphold their star quality service and serve high quality Japanese food. We are never disappointed whenever we have our meals there. The only thing one has to always remember is to specify when you prefer a non-smoking area.",5,Reviewed 21 November 2013 ,Kinpachi Japanese Restaurant
"Sudershan8Kuala Lumpur, Malaysia",Nice food and drinks at Sherpedoo,"Good selection of food and drinks available from the menu. Preparation and taste of food is very nice. Ambience of the place gives a cosy feeling, where there is a nice split between spaces inside for quieter setting versus the outer area which is more suited for larger groups and gathering.Staff are friendly and helpful.Show less",4,Reviewed 23 September 2021 ,The Shepherdoo Restaurant & Lounge
Eric K,Good place to have beer and foods,Foods served not too bad but pricey. But is good place to catch up with friends with beers and fingers foods.,3,Reviewed 10 June 2019 ,The Shepherdoo Restaurant & Lounge
"mskimberlyjBangi, Malaysia",Good food in good ambience!,"I came for lunch and it exceeded my expectation. The food presentation is so nice, but so does the taste! Although it's a lounge on it's own just next to the valet parking of the mall, you wouldn't expect the food to be this good. Perhaps I came when it had just opened for the day. There's limited space for aircond dining as most people would come for the beer instead. I'm definitely satisfied with the pasta! Overall, very recommended place to eat for lunch!Show less",5,Reviewed 8 April 2019 ,The Shepherdoo Restaurant & Lounge
TimothyT1460,Family Dinner,"Nice place for family fine in. Good food, good service and good environment!!! 
Highly recommended to others...",5,Reviewed 27 May 2018 ,The Shepherdoo Restaurant & Lounge
wamalifdo,Value for Money,The food was really delicious and the prices of the food as well as the beers were reasonable. The staffs were friendly and it is a perfect location for a chilled night out.,5,Reviewed 1 April 2018 ,The Shepherdoo Restaurant & Lounge
"pianocelloShah Alam, Malaysia",Something different ,"You normally expect to find a restaurant like this in Kuala Lumpur or Petaling Jaya so it was quite a surprise to find this. Decor is tasteful but as the restaurant is quite small, don't expect much privacy. They had fast wifi. If you want cheaper food, you can try the set lunch. Service was a little slow as they cook the food fresh rather than precooking and microwaving. Food was reasonably delicious. Show less",4,Reviewed 17 November 2017 ,The Shepherdoo Restaurant & Lounge
Mike T,Nice Chillout Rendevous,"Very laid back and relaxed atmosphere with low background music. Great place to unwind after a meal or just to meet Friends.
Full Latin Menu and reasonably priced drinks.. and welcomes Children as well.",4,Reviewed 20 June 2017 ,The Shepherdoo Restaurant & Lounge
SamS6837,Great Dinner,I bring my Bangkok friend came enjoy dinner here. The food is great. Price reasonable. The only comment is the music play quite loud.,4,Reviewed 26 April 2017 ,The Shepherdoo Restaurant & Lounge
phoebek19,Good quality food and service,"I have recently dined here and it is absolutely one of the best western restaurant in Klang. I love the green pesto pasta served with chicken, fish & chip, salad and the nachos. Everything is good from A to Z. I will definately go back.",5,Reviewed 18 February 2017 ,The Shepherdoo Restaurant & Lounge
"NadzwanKlang, Malaysia",Different and great Mexican restaurant,"If you are looking for different kind of food nearby Berkeley, Bukit Raja or Klang town, I would recommend to try this restaurant.The food was good... reasonable price for lunch set (drink included - non alcohol) starting from approx. RM13.90.Parking ... Good luck finding your parking space.Show less",4,Reviewed 27 January 2017 ,The Shepherdoo Restaurant & Lounge
JaySeeva,Expensive and Coercive Selling,We were there with family of 8 on X'mas eve and the waitress was forcing us to take the full meal course when we were there to enjoy lights meals and drinks only. The price was exhorbitant for a not so posh eatery. Live 2 piece band was not entertaining and truly disappointed with the environment.Will never go back neither will recommend to others.Show less,1,Reviewed 26 December 2016 ,The Shepherdoo Restaurant & Lounge
Lia_K9,Great Tex Mex food!,"If you're hankering for some good Tex Mex grub, look no further than Shepherdoo. I would recommend their burgers, mouth watering hand made goodness. Some times they also have promos for cocktails 1+1, so go have a look",4,Reviewed 10 November 2016 ,The Shepherdoo Restaurant & Lounge
Y4757ZEstever,Awful ,"Dreadful and over priced. Happy hour  was not actually happy hour. 

Beer was watered down. No wonder no one else was there",2,Reviewed 5 November 2016 ,The Shepherdoo Restaurant & Lounge
Althea N,A nice surprise,"We would pass Shepherdoo on the highway on our way home.. so we decided to give it a go.

We were pleasantly surprised by the good food and generous portions. 

Will definitely go back again.",4,Reviewed 23 August 2016 ,The Shepherdoo Restaurant & Lounge
"devindeadmanKlang, Malaysia",A nice chill out place at night,"a nice open air environment. most of the food are good and well served where else some food doesn't meet the expectation as mentioned in the menu booklet. a good place to meet up, chill out with friends or have a birthday party or have a chat/unofficial business meetings.Show less",4,Reviewed 19 August 2016 ,The Shepherdoo Restaurant & Lounge
"sreeyogaNegombo, Sri Lanka",Quality of food served below average.,"Ordered Hawaii pizza and nachos . Since we were there before 7 pm waitress Nurin informed we can choose an appetizer for free. So we asked for buffalo wings. The pizza had no sauce for the base. Some tiny pieces of turkey ham, 3 tiny pineapple and cheese that was hardly there. The wings were below average. The nachos what was mentioned...jalapeño , guacamole not in. Just nachos and melted cheese and crushed tomatoes. Far from what stated in the menu. We were charged Rm 2 per person for water. For the two appetizers and water the bill 49.60. No main course was ordered. Will never recommend this place to anyone I know. Suppose to be a Mexican Restaurant.Show less",3,Reviewed 22 May 2016 ,The Shepherdoo Restaurant & Lounge
"whiterose39Sri Kembangan, Malaysia",Wonderful Ambience & Food..wohooo,"We went to Shepherdoo 01.05.2016 to celebrate one of our girlfriends birthday celebration. From outside the restaurant looks a wee bit small, as you enter into the restaurant, its divided into 3 areas, one inner part (air conditioned), 2nd outside part (covered area) and 3rd is outside for drinking and smoking (under the stars).We ordered nachos, chicken hawaian pizza, chicken salad, spinach pasta, and pasta bolo-bolo, all was delicious and tasty, we enjoyed ourselves. Service personnel who attended to us was prompt and understanding. Special shout out goes to Ms Nuri for her wonderful service and prompt attention.Show less",5,Reviewed 3 May 2016 ,The Shepherdoo Restaurant & Lounge
raphael s,Amang's birtday,Birthday eve celebration for ms. Ezralia likun.nice and affordable place to celebrate with friendly staffs and tasty foods.....,5,Reviewed 24 January 2016 ,The Shepherdoo Restaurant & Lounge
jtsh12Malaysia,Good Mexican food,"Decided to try this place after passing it multiple times. The inside sitting is small but there is an outer garden area, not recommended in the current hazy situationI ordered the Pasta Ala Polo, basically grilled chicken on a spinach pasta. It taste good, enough flavoring, Portion is quite generous too with reasonable pricing.Overall not a bad place if you wanna find nice food at reasonable pricingAnother Show less",4,Reviewed 26 September 2015 ,The Shepherdoo Restaurant & Lounge
"SmilesssssKlang, Malaysia",Unexpectedly good pizza & pasta,"It was a good time having meal here with friends few months ago... The pizza & pasta are unexpectedly good & tasty here, we love them so much! Yummy....I visited this restaurant twice a week in a row with different group of friends... And tasted most pizzaShow less",4,Reviewed 13 July 2015 ,The Shepherdoo Restaurant & Lounge
"JeffYeoh23Shah Alam, Malaysia",Good Place in Klang for Happy Hour,This is a decent place in Klang for a couple of drinks. Safe as well. Don't really know much about the food though cause I only come here for drinks. The place is quite cosy and the service is quite good. The wait staff is always smiling.Show less,4,Reviewed 11 July 2015 ,The Shepherdoo Restaurant & Lounge
"ellanec2013Petaling Jaya, Malaysia",Okok lunch hut good service ,Go for lunch at their branch in one city. Food is average at a reasonable price. To me is a bit spicy. The restaurant staff is very polite and good service. They clean out table and take away the empty plates after we finish one meal. However there are flies in the restaurant which is a negative point to the hygiene. Show less,3,Reviewed 27 June 2015 ,The Shepherdoo Restaurant & Lounge
"Travelicious_KKuala Lumpur, Malaysia",Awful Happy Hour cocktails,"Whilst they have many choices of cocktails listed under the Happy Hour rates, they are not good at all. They do not know how to make basic cocktails, plus the Happy Hour rates are not really that great. If you're charging RM20+ for cocktails during Happy Hours, I expect them to be good, if not great. The wait staff are also extremely clueless about any of the drinks on their menu. From the taste of the cocktails, I would say the same about the bartender too. Best to have draught beer or bottled drinks. The food on the other hand is decent.Show less",2,Reviewed 2 June 2015 ,The Shepherdoo Restaurant & Lounge
Ching teng L,Good place to have a drink in klang town,Nice place to have coffee or beer in town especially during noon or evening because I prefer quiet place. Price bit expensive if do not have any promotion on beer. Snack and food with reasonable price.,4,Reviewed 20 May 2015 ,The Shepherdoo Restaurant & Lounge
"AndrewXJKTKuala Lumpur, Malaysia",Surprise in Klang - Shall be back and bring more friends.,"Glad to know that Klang has something else to offer other than Bah Kut Teh and seafood. This Western Mexican pub and restaurant surprised us with good spaghetti and nice pizza (the thin crust type) generous with cheese and toppings. It also serves good appetizers. We had this spaghetti that comes with a piece of grilled chicken breast. I am not a fan of chicken breast, but I must admit Shepherdoo blew me away and changed my perception of it now. Well marinated and the texture of the chicken breast can only be achieved through perfect timing of the grill. And please keep up the reasonable pricing which unlike in many places that charging RM30-RM40 per plate of spaghetti is hard to justify. Thank you Shepherdoo. Sure will be back and bring more friends.Show less",4,Reviewed 28 April 2015 ,The Shepherdoo Restaurant & Lounge
"JanfernzPerth, Australia",Western food at affordable prices,"Mainly Italian dishes are my fav. It's good if you do not mind the wait. The place is small and often crowded. That will tell you something in itself. Great for small college birthday parties. It's not your ideal quiet fine dining venue, but fine dining it certainly is in this part of the world.Ask for fajitas if they still serve it.Show less",4,Reviewed 26 April 2015 ,The Shepherdoo Restaurant & Lounge
marie d,One of the few nice places in Klang for dinner and drinks.,I like the food and service and d price is reasonable. Better to call and reserve if you are a big group as d place is small and gets crowded some nights.,4,Reviewed 27 February 2015 ,The Shepherdoo Restaurant & Lounge
CNGonzales,Just Nice :),"My favourite hang out place after work...:) got a decent happy hour promo's and the food is not bad! Pretty decent meals. I have always fancy their platter and their pasta's(bt i frgt the pasta's name)Cocktails definately need improvement....out of 10 visits..most of us regretted ordering cocktails...:pBut overall a decent hang out place, decent happy hours and of course decent meals! Service has to be improved but then ntg is perfect! Show less",4,Reviewed 7 December 2014 ,The Shepherdoo Restaurant & Lounge
"Resh_8Klang, Malaysia","Nice place, good food","I've been here a couple of times when we want something different without having to drive to PJ or KL. Food is great with a good variety. Drinks are OK, could be better. Nice ambiance, perfect for a date night or family outing, a great chill-out place.Show less",5,Reviewed 13 November 2014 ,The Shepherdoo Restaurant & Lounge
