Author,Title,Review,Rating,Dates,Restaurant
PattufromSG,Super food,"Unique pub which is buzzing n yet has great food at very economical prices. their fusion food tomyum pizza, ikanbilis pizza, masala potato ikanbilis were top draw. We always looked forward to our next meal there.",5.0,Reviewed 14 August 2014 ,Ming Cafe
"PotatoChipsLoverBintulu, Malaysia",Good place good music,when good songs coming out that sing along is what i like the most. This place is good and nice. it blends in with your mood while you're enjoying your shots. Then next to it is the world club. After all that shots and beers go to the club to shake that booty aww yeah!Show less,4.0,Reviewed 11 August 2014 ,Ming Cafe
"mike00010_11Aberdeen, United Kingdom",Not bad but definitely not the best places in Miri,Living in Miri we've eaten at Ming cafe on a fair few occasions. It's a lovely place for drinks and some food in the evening (with an emphasis on the drinks). The pizza's are brilliant but the rest of the food is no where near as good as other similarly priced stalls and restaurants in the same area.Show less,3.0,Reviewed 7 August 2014 ,Ming Cafe
carolynthb,Very nice food,"We had Indian fare the night we visited, and it offered very generous portions and the quality was very good at a reasonable price. Had a good atmosphere and attentive staff.",4.0,Reviewed 27 July 2014 ,Ming Cafe
leo-t-lion,A lively joint,"My wife and I went there in the evenings, during our stay in Miri, and we found the bar to have a nice friendly atmosphere, with a good range of drink and food",4.0,Reviewed 23 July 2014 ,Ming Cafe
coldmist11Brunei Darussalam,Ming Cafe....Here I Come,"I was brought by my brother-in-law to this place during my stay in Miri. He introduce to me some of the nice delicacies of the cafe, including Pork Sausage, Pork Pizza and Pork Burger. I tried, I tasted and I like it!!! The Pork Sausage comes with mashed potatoes (a bit spicy by the way) which my kids like it (after they get past the spiciness). The atmosphere is nice, it has more of a pub atmosphere rather than the cafe but that's cool. But recently, I was there, the Pork Sausage was gone. This was a bummer and hopefully they will bring it back. I am sure I will be back again if they bring Pork Sausage back.Show less",4.0,Reviewed 4 July 2014 ,Ming Cafe
richardo301,Good location next to hotels,Great location on the corner. Good food but eat before 9pm. beers cheap. Watch out for the prostitutes hanging around in the bar,3.0,Reviewed 4 July 2014 ,Ming Cafe
"Alto99Muara, Brunei Darussalam",First visit - very impressed,"This place had been recommended by a couple of friends who'd been there themselves and I saw it had mostly good reviews on here.Justifiably so, it appeared. There was an excellent range of beers, as good as I've seen anywhere in East Malaysia and I thought the prices were reasonable for Malaysia - where alcohol is taxed pretty heavily. Local and other Asian food was excellent value and what we ate was good.As you'd expect, western food is a bit pricier, but not excessively so IMO. I can't really judge the service so well as we were there at a relatively quiet early afternoon period but I saw nothing to suggest any problems.We'll definitely be back and will probably choose our hotel location next time based on our intention to pay Ming Cafe another visit or two.Show less",5.0,Reviewed 23 June 2014 ,Ming Cafe
"wiltoncardosoHouston, Texas",Ming Cafe is getting better and better,"Since my last visit to Miri, Ming Café changed a lot. They have remodeled the place, new and nicer tables and chairs, the menu improved and the food is a lot better now. Local food is very cheap and western food is reasonable priced. Alcoholic drinks are very expensive, but that is normal around here.The staff is friendly and the customers too. Don't miss the bar area, it has a very mixed crowd and I am sure you will make good friends and memories there.Show less",4.0,Reviewed 20 June 2014 ,Ming Cafe
"Ross BKaeng Khoi, Thailand","Eclectic Cuisine, great Bar and no better spot to to watch the world of Miri","Ming Cafe is actually several Restaurants in the one Corner location at one of the main intersections in Miri Centre.. They offer delicious and inexpensive Malaysian, Indian, Thai, Grill and European cuisine. The Restaurant is traditional open Malaysian Cafe style and there is an air conditioned Pub bar at the rear. There is also an air conditioned pool room.Show less",4.0,Reviewed 8 June 2014 ,Ming Cafe
AbracadabraEnglandEngland,"Lively, busy and a big happy hour interest","Have eaten here twice now, enjoyed the beer, food and three T V screens.Music caught my ear and liked the rock style.Check the bill - they got it completely wrong and were not the least embarrassed on having to go back and re write and re calculate. I thought this to be a lively and fairly cheap place for dinner.Happy hour finishes at 19.00 and is good value - two for the price of one. Guinness on draught was very enjoyable.Show less",3.0,Reviewed 20 February 2014 ,Ming Cafe
"DuncanPGAKota Kinabalu, Malaysia",Great Place to Eat & Drink,"Ming Cafe' (bar) in the center of Miri (Sarawak Borneo) is the place to go ! excellent service, cold beer and cheap !! Excellent selection of food, be it Asian, Local style or Western all a super.Local DJ has the place heaving every night, good mix of age, great mix of music the DJ knows who to play for and what to play. Mings is an indoor out door venue so its caters for everyone. The owner and staff are super, they are willing to dom that little bit extra that makes you want to come back !!!! So when you are in Miri next - head to Ming's Café""Show less",5.0,Reviewed 18 February 2014 ,Ming Cafe
CelynLee,A must visit if u r in Miri,Very famous for a night out it confirmed its good reputation also on lunchtime n we enjoyed ambience n quality of food without crowd that is usually in the evening,4.0,Reviewed 15 February 2014 ,Ming Cafe
thefitterheywood,great place,"this was a great bar just across the street from our hotel, serving lovely food , great beer, great choice of beer from around the world. decent music and a fantastic atmosphere.with a mixture of tourists , locals and people popping over the boarder from Bruni, there is a great mix of people.the owners are from hong kong , so much fun and made such a huge effort to chat with people and ensure your visit to the bar was a good one. we loved itShow less",5.0,Reviewed 15 February 2014 ,Ming Cafe
Sarraahhhh,No good.,Tried dinner here. Biriyani rice with chicken.. undercooked chicken and rice having no taste. Would not recommend,1.0,Reviewed 13 February 2014 ,Ming Cafe
Linda R,"Love, love, loved this place","Great food, great prices, exceptional staff.  If it wasn't on the menu and the waiter knew what I wanted, he special ordered it for me.  Sat outside and people watched, enjoyed the breezes.",5.0,Reviewed 6 February 2014 ,Ming Cafe
Thomson R,Nice place,A nice place to hang out with your friends...nice place to watch live mat rempit of Miri city. Absolutely happening place and more relaxing when your eyes cannot sleep.,4.0,Reviewed 9 January 2014 ,Ming Cafe
babbaschlumbb,The Place to be in Miri,"It is a crowded but not too crowded place. Here are tourists but also a lot of locals.The food is good and the oyster beef what was ordered spicy, was really spicy... ;-)From Monday to Thursday there is a buy 1 get 1 cocktail promotion and on weekends 2:1. We had a Singapore Sling and a Sex on the Beach. The taste was good and there was plenty of alcohol inside.Show less",4.0,Reviewed 9 January 2014 ,Ming Cafe
EricMiri,Great Place,"Ming Cafe is in the Town center, it is a good place to stop over for light drink, beer or food. Great place.",4.0,Reviewed 9 January 2014 ,Ming Cafe
"aileenkohailingMiri, Malaysia",the food is not tasty,"I found the food here is not tasty. I tried the mee mamak and it had a terrible smell which made me couldnt take any spoon of it. The fried vegetables is so so and the fried pork ribs is too salty. I also ordered a bowl of soup and it was tasteless even though it was full of anchovis, vege and chicken. I hope Ming Cafe can improve themselves.Show less",1.0,Reviewed 8 January 2014 ,Ming Cafe
"TIB70Batam, Indonesia",Iiss Ming Café,"I spent about 5 months in Miri and I was a regular in Ming, out there almost every night, and every night was a kind of a party. Good place to go either alone or with company. The only place in Miri that deserves the name pub. Show less",5.0,Reviewed 31 October 2013 ,Ming Cafe
"The_Miri_EpicureMiri, Malaysia",Friendly & fun,"I love this place. The closest thing to a proper pub in Miri. This is my regular watering hole for the past 6 years. Friendly staff, especially Mary, & customers.Fast food service and good prices.Big screen TV in the bar, and main dining area, or air-con piece and quiet out the back. There are even pool tables out the back.Show less",4.0,Reviewed 24 October 2013 ,Ming Cafe
Eddie30,A good pick up place,"Crowded with many young people eating & drinking and also some ""hunting"" for companion. A great place to spend your time in the later hours of the night.",3.0,Reviewed 23 October 2013 ,Ming Cafe
amriks2013,Cheers,Excellent place for late night supper but food is a bit pricey.....nice location and good drink counter here serving fresh juices and signature tapioca teas,5.0,Reviewed 22 October 2013 ,Ming Cafe
Ann1e1,Good food great atmosphere,It's the place to go - good food selection (Thai pizza surprisingly good!) and certainly a party atmosphere.,5.0,Reviewed 15 October 2013 ,Ming Cafe
TravellingJ80,Heart of Miri´s nightlife,"This place is Miri´s most popular and famous bar/cafe and whether you are there to eat, drink or watch football its got a good vibe. The best thing is the menu of Malay, Western and Indian food, so something for everyone.",4.0,Reviewed 26 September 2013 ,Ming Cafe
Joost V,Good food good price,A large selection of dishes from all over the world are served in a nice atmosphere. We tried the Asian food and it was nice and the price was good too.,4.0,Reviewed 7 September 2013 ,Ming Cafe
wiltoncardoso,"Okay Food, bad service","The food is okay, it gives you a chance to eat some mediocre western food, drinks are alright, price is good, but the service is really bad!",3.0,Reviewed 4 September 2013 ,Ming Cafe
"yibbayibbadaPerth, Australia",What a gem!,Ate here one night and found the food to be excellent. Was so impressed I went back on another night Service could have been a little faster but there was a crowd there with people cued up for tables so that could be forgiven. A wide selection of international beer which helped my delicious food down.Show less,5.0,Reviewed 4 September 2013 ,Ming Cafe
RaphaelM1966,Great!,"We stayed 3 days in singapore and then 3 days in miri. We just walked the main street and saw a big crowd at miri café so we checked out the asian/western/indian food and each evening we got a great time at the ming café especially with"" Alex"" our waiter :) the only ""bad"" thing was that they had no pepper or salt for the western food and only tabasco :/ but that doesn't matter cause the asian or indian food isn't based on it like the western cuisine :)Show less",5.0,Reviewed 30 August 2013 ,Ming Cafe
"KateT54Derby, United Kingdom",excellent service and food,"Went to Mings based on my parents having been there before. We had cocktails (2 for 1) and beers and the service is fantastic. Waiters and waitresses quick to serve and the food was very good. (perhaps dont go for the salmon, its frozen and shipped in and not the best) they do a lot of food, and seem to be very popular with european tourists and ex-pats. Their selection of Indian, malay and european food is great, and the waiters are on hand to explain any questions you have!Show less",4.0,Reviewed 25 June 2013 ,Ming Cafe
NickM253,Have to agree with the other reviews.,"Followed the reviews on TripAdvisor to this place and they were right. Yes, expats, yes lots of different beers (bottled and draft), and yes good cheap food. A bonus was the good service ""another beer sir?"". Good menu of Indian, Italian, and Malaysian. You may want to avoid the small bar area unless you are a smoker. Show less",4.0,Reviewed 21 June 2013 ,Ming Cafe
aaeberli,Expat pub,"You get almost every beer you would like to drink there. Prices are upmarket though!

However, as the cafe is located on the main corner, you can enjoy what's happening in Miri, as everything and everybody passed by here.",3.0,Reviewed 16 June 2013 ,Ming Cafe
PeteFeran,Great place for good cheap food and cold beer!,"A great place to hang out in Miri for some good cheap food, cold beer and friendly staff - an iconic place in Miri!",5.0,Reviewed 5 June 2013 ,Ming Cafe
joelaing7,One of Miri's Best Bars and Restaurant,"The best Pizza in Miri!  Also, the best variety of food and drinks.  Drinks range from healthy fresh juice to dark German beer, to buckets of cheap Tiger beer.    Cosmopolitan atmosphere -local and expat hang-out. great Indian buffet -Halal options, too.",5.0,Reviewed 4 June 2013 ,Ming Cafe
"misschaiMiri, Malaysia",Good choice for dinner,"Must try tom yum fish, fried kampung chicken and fried squid. They are affordable and yummy! Last time they served fresh soursop, which is my favourite! However, they have stopped serving that since this year. Suggest to sit in aircond room if you are bringing children.Show less",4.0,Reviewed 29 May 2013 ,Ming Cafe
Cutebun,Dinner,I like the selection of menu from Indian to Western to Chinese to Malay food! I had western food and it was delicious. The ambiance was good with a bar inside that offers a great selection of beers and wine.,4.0,Reviewed 28 May 2013 ,Ming Cafe
wycomgal,Great service with happy smiling staff.  We stopped off there nearly every day for our afternoon refreshment,"Rest rooms need improving but better than some places in Miri.  
Food and drink prices were very reasonable.",5.0,Reviewed 8 May 2013 ,Ming Cafe
KL_home,Popular place for tourists,"The food was average, nothing special. Portions were slightly small considering the price. But its very popular with tourists and expats. Located right at the junction of the main roads, it is a good chill out spot to see and be seen",3.0,Reviewed 22 April 2013 ,Ming Cafe
Jules11sam,Mix feeling & entertainment,"For a moment , i thought i was any cafe in Bali or Phuket with DJ spinning.

Touristic chill out place..",5.0,Reviewed 2 April 2013 ,Ming Cafe
DharmaDV,one of the few places you must try in Miri,This is one of the few regular hangouts for foreigners visiting through Miri.  great variety of Western and Eastern food on the menu.  Great beer selection and music as well.  must try.,5.0,Reviewed 26 March 2013 ,Ming Cafe
TonesterWA,"Good selection, central location","I ate here twice as a solo traveller. Plenty of activity to observe, pretty good service, average food, but great value. The menu has Malay, Thai, Indian, Italian and western selections and a choice of beers and other drinks.",3.0,Reviewed 7 February 2013 ,Ming Cafe
GeorgeC668,Good food and value for money! Free WIFI too.,"Well located in the middle of Miri. Just infront of Mega Hotel. Good selection of local, indian and western food. Wide variety of drinks too! Food wise is quite value for money. Highly recommended to enjoy the ambiance of the cafe.",4.0,Reviewed 6 February 2013 ,Ming Cafe
SizzleDizzle33,good for chill with friend,"frenzy ambient of music from bar, n noises around.. good place for chill and beer session. food is ok but limited selection although with varies cuisines including western and indian..",3.0,Reviewed 30 January 2013 ,Ming Cafe
Hugo S,A place to hang out with friends,"It is a great place to dine and drink, good variety of beers. Staffs are friendly. Cocktails at reasonable price. Good place to hang out with friends.",5.0,Reviewed 2 January 2013 ,Ming Cafe
cincoMcBrides,a must if you are in Miri,"Great food, great location to go and check out other things and great beer. A Miri institution just order several plates of various food and share with good friends",4.0,Reviewed 30 December 2012 ,Ming Cafe
Satay B,More like a pub,"I like going there for a drink. The staffs are friendly and they have a good selection of drinks at reasonable price. 
Food however is quite basic. You get your fried noodles, fried chicken wings and other basic food.",4.0,Reviewed 29 November 2012 ,Ming Cafe
Amar_Danial,Food is expensive,The food is expensive here compared to other local hawkers but you can find most of the food available in Miri within Ming Cafe.,3.0,Reviewed 22 November 2012 ,Ming Cafe
Jason R,Safe eating,"Very broad menu, but the highlight for me is draft strong bow cider. Look out for the specials menu the swordfish is excellent.",4.0,Reviewed 20 November 2012 ,Ming Cafe
brajan,Isolated Bar,Well was an isolated and privately placed bars but there were not many Sarawakians working here ??? They waitresses were mostly foreigners ???,3.0,Reviewed 20 November 2012 ,Ming Cafe
Tisdale_ramblin_man,Great place,"Spent a week at Ming Cafe.  Very friendly staff and customers.  Good food, good company, great beer! Good place to get a tattoo as well, on certain days.... lol.  Edmonton, Canada",5.0,Reviewed 26 August 2012 ,Ming Cafe
lilyindia,Not good,I really didn't enjoy this place. The food was really poor and all our group had upset tummies after it. I ordered beef and rice and it was obviously a few days old. The atmosphere was nice but the food was poor.,2.0,Reviewed 11 August 2012 ,Ming Cafe
RaveenRoshan,Good Food and Entertainment,Good location for good food and drinks. Plenty of ppl and lots of dishes to choose.,4.0,Reviewed 23 July 2012 ,Ming Cafe
Brian W,Good vibes here,"This is a great place to spend late afternoons, great kids that work there and the mood is good. Food is fine and ice cold beer.",5.0,Reviewed 23 July 2012 ,Ming Cafe
PeteFeran,Good value with friendly staff!!,Great value travellers bar & restaurant. Fantastic value meals in a great central location with friendly staff!!,4.0,Reviewed 23 July 2012 ,Ming Cafe
IGibbonsUK,"The food was cold, have a drink but eat elsewhere","On first impression it looks OK, it's busy and that gave me the false impression that it was the place to be. It sells a good selection of beers, inc my favorite San Miguel Light so that was a good enough reason for me to stay. The bar staff are mainly Filipino's and very friendly, and being Filipino's they all speak fluent English allbeit with an American accent.The biggest disappointment was the food, my travelling partner and I ordered several hot dishes, all of which were either cold or slightly warm when they arrived.It's not cheap there, and I found better and cheaper places to eat.If you're in the area and want a drink it's fine, but you're better off going somewhere else to eatShow less",2.0,Reviewed 21 July 2012 ,Ming Cafe
Alexey F,Probably the best western food and drinks in town.,"The title says it all, there aren't many to choose from. Where else here one can get cider or mojito.",4.0,Reviewed 21 July 2012 ,Ming Cafe
cyrildason,Local hangout place,"It's an amazing place to hang out with friends, and it's nicely located in the heart of Miri.

On a downside, the price of food at the cafe is a little pricey.",4.0,Reviewed 20 July 2012 ,Ming Cafe
"Summer1206Rio de Janeiro, RJ",Must Eat at Ming Cafe,"Hands down, the best place to dine in Miri. Great place, you can opt for outdoor (if you're okay with the sound of cars and other vehicles) or indoor (if you like quieter place). The staff are very friendly, attentive, and helpful. The food was really good (the soy and ginger pork was our favorite), and they have a wide selection of food (Western and Asian) and beverages. They also had an Indian buffet when we were there. We went there for a very late lunch, and we came back there for drinks in the evening. The white Russian was a little too sweet, but the Singapore Sling was okay :-) Good place to hang out with friends and family too! All for reasonable price. If you had a chance to visit Miri, the first place to go and eat has to be Ming Cafe!Show less",4.0,Reviewed 15 July 2012 ,Ming Cafe
SiobhanSSurrey,Great atmosphere shame about the temperature of the food,"Have eaten here a couple of times recently. Great value, friendly staff, and great atmosphere. Just such a shame that both times my food wasn't even tepid, albeit good. It seems to be the happening place to be in Miri. Part of the ambience of the place is the beautiful chunky wooden furniture. Overall I like it but just wished my food had been hot.Show less",3.0,Reviewed 6 July 2012 ,Ming Cafe
illusiv,great nightout,enjoyed drink with friends here. nice enviroment with lively music and live sports on tv,5.0,Reviewed 9 December 2011 ,Ming Cafe
pankaj078,good place to have a beer n watch the crowds walk by!!,great atmosphere in the heart of the city on a busy intersection!! alive n bubbly with the local university crowds,3.0,Reviewed 13 November 2011 ,Ming Cafe
"assamklCambridge, United Kingdom",Stick to the beer unless you like sweet pizza!,"The beer selection is quite wide here - 10 beers from 5 countries ranging from RM15 for Asahi beer (Japanese) to RM36 for Hoegaarden (Belgium). A friend told me they had Sarawak Laksa here, but they didn't have it. So I got a pepperoni pizza instead. It was sweet! Service was rather slow, so by the time I got my pizza, my beer was warm. Warm beer with sweet pizza. What a terrible combination!Looking around and on the way out, saw other diners eating what looked like T-bone steak - so maybe that was the better tasting option. Lots of other tables had ordered buckets of beer bottles, and as the staff shirts claimed, people visited Sarawak, but they pissed at Ming Cafe. Their customers are locals, budget travellers, and tourists. Prices are slightly higher, because like most things, they are higher in East Malaysia compared to West Malaysia.Show less",2.0,Reviewed 3 October 2011 ,Ming Cafe
"JasmyinKuala Lumpur, Malaysia","Good food, wide spread","The spread of food here is really good. They have a lot of things ranging from pratas to western food to satays and burgers to mixed rice and local noodles.I especially enjoyed the lamb murtabak which had a generous portion of meat in it and delicious curry to go with. They have beer and spirits and non alcoholic drinks. The atmosphere is a pretty chilled, laid back feel. Definitely worth a visit.Show less",4.0,Reviewed 11 August 2011 ,Ming Cafe
"ChrisM64Miri, Malaysia",Friendly,"I live in Miri now, I go to Ming cafe a lot as the service is good,and the people are friendly,yes the ladies wear short skirts but I don't recall ever seeing them playing the customers,,,maybe the person who gave the other review saw things differently,anyway it's a good place to eat and it's safe,you won't get ripped off.Show less",5.0,Reviewed 23 April 2011 ,Ming Cafe
"hollyc101Norwich, United Kingdom",Choices Choices,"So many choices of good food. Its a snack cafe. All the locals eat here! So that's the best advert going. Good choice of dishes, fresh juices and beers available. Table service always friendly. lovely atmosphere, on the street front, can watch the world go by. It's noisy and excites the senses. Love it!Show less",5.0,Reviewed 7 January 2011 ,Ming Cafe
"MiriSandyMiri, Malaysia",The coolest place in Miri,"This is such a popular venue and deservedly so. Its an open air, lively and innovative, friendly and fun casual eatery with a huge variety of food styles freshly prepared from open stalls and brought to your table. Good beer and cocktails too. Everyone loves it - expats, tourists and locals alike. If you're visiting Miri its a must. Try the Masala dosa and tandoori chicken. Kilkenny and Long Island iced tea.Show less",4.0,Reviewed 9 October 2010 ,Ming Cafe
"carl-butcherLondon, United Kingdom",brilliant,"if you live in Miri or you are just visiting, you must visit the Ming cafe. The food menu is wide and varied, from local to chinese to western and various other diets. The service is great and the atmosphere is fantastic.If you eat in one place in Miri, make sure that it is here.Show less",5.0,Reviewed 1 September 2010 ,Ming Cafe
"shafireBrisbane, Australia",affordable cafe but...,"i can say that affordable cafe which you can get your favourites indian food, chinese food, grills, steaks, local food and others asian cuisines. besides there you can have your favourites beer as well with half open bar. But i observes this too many times that are waitress there too open with male customers! they try too friendly with guy until they serve customers with their tigh with very very short mini skirt until touching customers leg or tigh. honestly speaking waitress there not respect people wifes or lady customers. they purposely hit people husband arm just because they know them. they make themself so cheap and not to be respectable. some of them have problem with languages, cant understand what we order.too slow!Show less",2.0,Reviewed 13 May 2010 ,Ming Cafe
OSWALDHII,Khan's Islamic Restaurant,"This is one of the Halal food restaurant nearby Miri city centre.Customer from different races can find the Pakistani cuisines and the most fantastic curry taste dishes are availabled here.
   The restaurant is a good choice for new visitors.",3.0,Reviewed 26 March 2020 ,Khan's Islamic Restaurant
lonlywanderer,"went empty stomach, came out full","Looking for some authentic Indian/ Pakistani food, well this would be it. if you are tired of eating Chinese and local Malay food, you can always pay a visit to Khan Restaurant for the change of your taste buds. Overall good experience.",3.0,Reviewed 28 February 2020 ,Khan's Islamic Restaurant
"PeharaMiri, Malaysia",Great day out in Miri,The whole family enjoyed the food served at Islamic Restaurant Miri by the Khan Group. It is one of out favorite restaurant for the family outing to enjoy the Pakistani and North Indian food in our Miri Oil Town. We recommend all to visit this restaurant.Show less,5.0,Reviewed 11 December 2019 ,Khan's Islamic Restaurant
PoleinaholeSwitzerland,Decent Pakistani & North Indian Food,"In an area of town surrounded by Chinese eateries it was good to find this option.Like it’s Chinese cousins, It’s a simple road side restaurant with a tiny kitchen, a toilet, sink and inside and outside seating.They are open at 6 am for your roti fix—Milo rôtis anyone?I had dinner there. As others have noted, the Tandoori Chicken is excellent— moist and beautifully spiced.Raita was average. Didn’t seem the freshest.Tarka dal and plain daal average. They wrote out of saag paneer.They have fresh lime juice and lasdus.Service quick and kindly. It’s not a place yo write home about but I would happily eat here again.Show less",3.0,Reviewed 12 November 2019 ,Khan's Islamic Restaurant
Linda R,Wow really great,Had dinner last night but they had run out of biryanis so had to go back tonight. Food is delicious. Good for both vegetarians and meet lovers.,5.0,Reviewed 5 July 2019 ,Khan's Islamic Restaurant
mozamm2016,Nasi Briyani,"Meal: For Nasi Briyani lover, this restaurant have prepared good & delicious Nasi Briyani menu. You can choose chicken, beef or mutton. The 'Teh Tarik' drink here for me is among the best in Miri town. Try 'Roti Cheese' (Roti Canai Cheese) you will ask for more.Atmosphere: Clean environment, only that you will feel a bit hot & smells of the cooking activities if you seat inside, I sometime prefer to seat outside just to avoid the cooking smells from kitchen. Not very good ventilation system. Overall, it is a clean outlet preparing Indian foods. Located in the center of the town, behind Mega Hotel, Miri. Service: Fast service and friendly restaurant owner. But less smile. Also helpful waiter & waitresses.Show less",4.0,Reviewed 27 March 2019 ,Khan's Islamic Restaurant
"PinheadplanetLondon, United Kingdom",Freshly cooked and delicious,"Kept it simple here for lunch and just had a few roti with dhal tadka and the Mrs took a martaba. It was so nice that shortly after we were ordering more food, garlic naan and brinjal aloo curry. All food was lovely and freshly prepared. Show less",4.0,Reviewed 3 March 2019 ,Khan's Islamic Restaurant
Shariza1306,Sedappppp,Roti canaiii so far okay lah...and i love india teh...so soo sedappp...and the briani wow...so good..make my stomach full..Recomand place,4.0,Reviewed 1 January 2019 ,Khan's Islamic Restaurant
Simple L,Best indian food,"Pros: The cheese nan and the tandoori chicken are so so so good, you have to try them!Cons: chicken curry is terrible, and this place is not super clean and the shop has poor ventilation the cooking smells will stick on your shirt for sure.Show less",5.0,Reviewed 16 December 2018 ,Khan's Islamic Restaurant
RenskeG2,Best tandoori chicken in Borneo,"We go here almost once a week JUST for their Tandoori chicken and (cheese) naan. It's an absolute MUST TRY while you are in town. Otherwise dishes are delicious too, we tried different Indian Curries but keep on coming back to the ""simple"" tandoori chicken. Love it!Show less",5.0,Reviewed 18 November 2018 ,Khan's Islamic Restaurant
airbus400,Chapati une,"Superb authentic chapati. 
Nice lamb curry and if u dare ask for spicy. 

The milk tea is special and very good.",5.0,Reviewed 8 April 2018 ,Khan's Islamic Restaurant
gunalanb,Poor taste and cold shall curry,"I dine for second time, very disappointing Luke warm garlic bread, dhall curry cold. Told the bread making guy but no action... Need to look into it..",1.0,Reviewed 5 April 2018 ,Khan's Islamic Restaurant
ScottishBlokeTravels,Delcious food,"Great food. No frills. 
We had food made to order. Worth the 20 minute wait - which they had pre-warned us about when we placed our order.",5.0,Reviewed 3 April 2018 ,Khan's Islamic Restaurant
MoelMel,Better to have a local stomach,"After reading the food reviews we were brave enough to try the restaurant and the food was really tasty at first. Unfortunately, four out of five struggled stomach pain afterwards.",2.0,Reviewed 27 March 2018 ,Khan's Islamic Restaurant
"lonelyrunner_91Singapore, Singapore","Awesome, no-frills eatery.",You must try this place when you're in Miri. Prices are affordable. The restaurant has a relaxing ambient to it even though the settings are minimalist canteen. Wide array of menu serving mostly North Indian cuisines and they cater to vegetarians as well. The staffs are friendly too.I had 2 Cheese naans (RM4.00) and Tandoori Boneless Chicken (RM10.00). Both did not disappoint. Abit of a waste that I only patronize this place once.Show less,5.0,Reviewed 20 March 2018 ,Khan's Islamic Restaurant
Diogo M,Delicious food and friendly staff,"The food is delicious and you have quite a lot of options both vegetarian and no vegetarian. The Masala Tea is also very good.The owner and staff are really friendly, they even served us one time that we arrived when they were already closing. Highly recommend it if you are in Miri.Show less",5.0,Reviewed 18 March 2018 ,Khan's Islamic Restaurant
Jake25379,"Outstanding, lovely people.","Excellent Indian food. We had Nosi Goreng India, Channa Masala and Chicken Tandoori. It was outstanding.",5.0,Reviewed 9 March 2018 ,Khan's Islamic Restaurant
L6492HRkevins,Great tasting food,A great place for quality tasting food.  One of my favorite places in Miri.  Very good service the times I have been there.,4.0,Reviewed 2 March 2018 ,Khan's Islamic Restaurant
n70khalid,Dont miss Roti Canai here,"Street foods always good... we never miss our breakfast and supper here for Roti Canai. If you miss Penang's food, here is one of the best in Borneo",4.0,Reviewed 17 February 2018 ,Khan's Islamic Restaurant
ChenYenChun,Couldn't Stop Going!,"Ever since I found this restaurant in Miri, I counted how many meals I could get from here for the rest of my trip. At the end I ate there three times!
I absolutely love this place!",5.0,Reviewed 15 February 2018 ,Khan's Islamic Restaurant
JakubJ1079,Excellent!,"We have tried tandoori chicken, butter chicken, prantas, nanns and last but not least roti tisu. All very fresh and tasty. Very accomodating service as well. Definitely must visit place in Miri.",5.0,Reviewed 28 August 2017 ,Khan's Islamic Restaurant
Chris M,Amazing ,"If you like Indian food, then this is the place for you! They have a great selection of vegetarian food which suited my wife, and I had the Tandoori Chicken with Dahl and Naan (spectacular). This is a must for anyone who enjoys Indian food. Staff were friendly, and the portions were a good size (we were stuffed). Great value meal too. Show less",5.0,Reviewed 7 August 2017 ,Khan's Islamic Restaurant
T S,Food was Delicious,"Really enjoyed our meals here. The staff is super friendly. We tried 4 different dishes over two visits and can highly recommend the food. The only surprise for us was that it was more expensive than anticipated. Certainly not $, more like $$.",4.0,Reviewed 31 July 2017 ,Khan's Islamic Restaurant
"m0hdnazrisJohor Bahru, Malaysia",Khan's Islamic Restaurant ,"Situated just few shops adjacent from my previous Puma Sera Restaurant. Arrived on or about 3pm and feeling starving. Craving for mutton briyani . So we all order 2 mutton briyani, a chicken briyani, an extra small portion of mutton. Regarding beverage we have Tea C Special, Ice Tea & Ice Nescafé. This amounted to RM48 (app USD 11). Waited less than 10 to 15 minutes for our food and beverage to be serve by their workers.The taste is not quite as perfect but nearest to Peninsular Malaysia mutton briyani. In fact it's the best briyani in Miri. Even better than expensive restaurant serving the same meal. All in all the restaurant is serving affordable meals to cater for all kind of people's and occasions. Show less",4.0,Reviewed 27 July 2017 ,Khan's Islamic Restaurant
MrW99Brunei Darussalam,"Great dinner, excellent value. ","If you don't mind a rough and ready cafe style and can see past the not so perfect eating environment the food here is amazing. We had dishes that were cooked fresh to order with excellent bread, again cooked to order. The Tandoori chicken was excellent. 4 main meals, 4 bread and 4 drinks RM77 (under £14). Would go back. Show less",4.0,Reviewed 25 July 2017 ,Khan's Islamic Restaurant
syedn457,Best Indian food 🥘 restaurant,"Super delicious food and very friendly staff. We were here for a week and enjoyed the hospitality and food to great extent. 100% recommended to all who love #Indian food. If you are in Miri then it's a must try. Thanks. 
Syed.",5.0,Reviewed 20 July 2017 ,Khan's Islamic Restaurant
yogtaware,Best Food with Superb Service,I recently visited this place to try indian food and ended up everyday visiting this place. Very nice indian food with  superbly friendly staff. Loved it.. Definitely visit again.,5.0,Reviewed 17 July 2017 ,Khan's Islamic Restaurant
"janeyb0368Scottish Highlands, United Kingdom",Food lived up to expectations,"We came here after reading the TripAdvisor reviews and weren't disappointed. Setting is basic and not too clean but the gentleman who served up was extremely helpful and friendly and the food was to die for. We had chicken tandoori, butter chicken, chicken masala and various naans and chapati. Delicious. Show less",4.0,Reviewed 17 July 2017 ,Khan's Islamic Restaurant
