Author,Title,Review,Rating,Dates,Restaurant
"AngiePBBVancouver, Canada","Peace, quiet and romamtic setting meal with wonderful view of natural forecast, lake and limestone","This is one of the best restaurant I have been to while in Ipoh Malaysia. It's nice, quiet and clean. Wait staff are very attentive, and professional. Food was wonderful and as I cannot have spicy food, this place offers food that are not greasy, not spicy hot, but delicious and fresh. The ingredients that they use for cooking the food were very fresh, nicely cooked and presented. They have outdoor tables right next to the lake, with great view of the nearby mountain, virgin forecast, and limestone standing on the lake. You will appreciate if more if you can stay away from all the spicy food for a while, as they you can taste the natural taste of meat, vegetables and fruits.Show less",5,Reviewed 1 March 2017 ,Cuisines Restaurant
"jingtaotanKuala Lumpur, Malaysia",Not everything on the menu was available on a weeknight,"We went for a late dinner on a weeknight around 8.45pm. A number of menu items were not available - 2 out of the 3 signature roast dishes were sold out, some dishes were replaced with others. Probably best to call in advance to ask or go earlier to avoid disappointment.We had the signature smoked duck - which the minimum order is half a duck. And the sweet sour chicken which was good - there was a lot of meat instead of just batter.The booth seating on the right hand side are below noisy air conditioning vents. Service was okay. When I wanted to ask staff for chili sauce, their first reaction was “your next dish is coming” - as though they were used to being asked about slow service by other patrons.Overall it was okay relative to the size of the city Ipoh.Show less",3,Reviewed 30 December 2021 ,Yuk Sou Hin
"edwinkhoosekhIpoh, Malaysia",Birthday lunch with wife,"If you are looking for a quiet and nice atmosphere place for meals, this is a good non pork Chinese restaurant. Love the lychee duck as well as the fried siew mai dimsum. The best part is so nice for a celebration yet the price is value for money for a nice meeting lunch.. my only reservation is to tea served... It is served hot but it is not as aromatic as in the past visits I had in this restaurant.. Show less",5,Reviewed 5 December 2020 ,Yuk Sou Hin
hannajomeansMalaysia,Excellent service and food.,"Excellent service and food. The manager, Angeline, was beyond helpful and made our birthday dinner special. The duck was spectacular! Show less",4,Reviewed 27 September 2020 ,Yuk Sou Hin
Rochelle L,Best duck ever!,The smoked duck was so tender and juicy. The fried rice was tasty with lots of shrimp and crab in it. It was my birthday and as a surprise Angeline brought me one of their delicious mooncakes with a candle and sang me happy birthday. I was very impressed! Service was amazing and friendly. Thanks for a wonderful birthday dinner!Show less,5,Reviewed 27 September 2020 ,Yuk Sou Hin
"mwjeremyKuala Lumpur, Malaysia",Go for the smoked duck,The smoked duck is one of the best I’ve tasted and the price is very affordable for such fine dining. Show less,5,Reviewed 26 September 2020 ,Yuk Sou Hin
"zed33Kuala Lumpur, Malaysia",Good Enviroment,Had dinner at this restaurant. Service was friendly and attentive and the food was well prepared.Price was fair relative to the quality of the food served.RecommendedShow less,5,Reviewed 20 September 2020 ,Yuk Sou Hin
"Veren RIpoh, Malaysia",Good food,Smoked lychee wood duck is amazing. Always enjoy this dish when we dine here. Service can be improved.Show less,4,Reviewed 4 September 2020 ,Yuk Sou Hin
"ChewPohsiongAmpang, Malaysia",Best dimsum in Ipoh?,"Tried to make a reservation for lunch by morning that day itself however being told by front office that lunch tables are all taken. For me it is a good sign as the heavy crowd is implying that the food must be good.I opted for dinner reservation then and booked a table for 5pax at 1730.At about 4pm called and added 1 pax and they accommodated to our changes.Upon arrival at Weil Hotel we headed up to level 1 where Yuk Sou Hin resides and we found that the premise is closed. Feeling uneasy i proceeded to check with waiter outside and he brought us down to level g into another restaurant. He further explains that Yuk sou hin today is fully reserved despite our booking but assures us that although we are eating in different restaurant, the food will be served from the same kitchen. We agreed and proceed to sit in the restaurant.We have ordered these few items earlier during the phone reservation:Signature Lychee Smoked Duck (half)x1Chicken Xiao Long Bao x2Crab Meat Dumpling x2Cod Fish Dumpling x2We further ordered:Fried Vermicelli x1Chinese tea and waterThe dishes served first was Signature Smoked Duck. Followed with 6 basket of dumplings all in one go. Then Fried vermicelli.The waiter is helpful and helped us to replenish chinese tea and condiment.Bill came at about Myr130++ which is reasonable.Overall with all the highly appraised review on the food available on Tripadvisor and other food reviews we have expected a better experience.Show less",3,Reviewed 12 July 2020 ,Yuk Sou Hin
navelgazerIpohIpoh,Impressive in every way!,"Whether it's a quiet business lunch, yum cha with the ladies,a lavish dinner, or you want to entertain friends or hold a wedding banquet,Yuk Sou Hin never fails to impress. Quality of food has always been top notch but of late it's been even better with a new chef and manager, Ron. The dim sum selections for lunch are exquisite and simply delicious while the dinner menu is bespoke while still reasonably priced. The quiet elegance of the place, with private rooms available,and the attentive service, all add up to make Yuk Sou Hin THE go-to restaurant in Ipoh. Do not miss the signature wood-smoked duck and beef brisket noodles!Show less",5,Reviewed 24 March 2020 ,Yuk Sou Hin
daanyashree96,Finest Chinese Restaurant in Ipoh,"I often visit this restaurant with family and friends. Their food has always been consistent ever since. Their Dim Sum menu is something to look for. Even the main menu features good dishes and everything is pork free. The restaurant also serves a wide array of soups and noodles, which are my favourite. Their staffs possess good customer centric with the right attitude. Mr. Ron, the Restaurant Manager is always there to greet guests as well as their Chef who is often seen mingling with guests. I definitely recommend this restaurant which is highly rated in Ipoh.Show less",5,Reviewed 13 March 2020 ,Yuk Sou Hin
111manom,Yuk Sou Hin Restaurant ,"We decided to try the smoked duck recommended by Mr Ron, who heads up the restaurant and we were very impressed. The beef noodles that was served during breakfast was excellent as well. Show less",4,Reviewed 13 March 2020 ,Yuk Sou Hin
nicholaschuan,Excellent food with great,Excellent food with great service. Good variety of food too. Will definitely return to this restaurant. Show less,5,Reviewed 12 March 2020 ,Yuk Sou Hin
lai k,Good food with great staff services,Very good food and service! Must try signature roasted duck and other dishes which quality can match those fine dine standard. Highly recomended!!Show less,5,Reviewed 11 March 2020 ,Yuk Sou Hin
"chewsmIpoh, Malaysia",The kindest and most detail oriented manager,"Mr Ron the manager of the restaurant is incredibly patient, kind and accommodating. Thanks to him and his staff, my sister's wedding went off without a single hiccup. No word can express how much I appreciate his help.The food served at the wedding luncheon was simply remarkable and was the cherry on top of an already beautiful cake. Every single dish served was excellent with particular favorites being the fish maw soup as well as the mango dessert served on that day. The staff on duty that day were very good, special thanks to Kevin for his assistance and to Ann for overlooking the flow of dishes while Mr Ron was busy.Show less",5,Reviewed 10 March 2020 ,Yuk Sou Hin
"Getaway676836Ipoh, Malaysia",Wedding dinner,"We had been looking for a classy restaurant for a cosy wedding dinner for family and close friends of about 130 to 150 guests. The final choice was Yuk Sou Hin Chinese Restaurant at Weil Hotel. We had taken our meals there on a number of occasions and were happy with the food, service and ambience. Everything turned out well for our wedding dinner on 22/02/2020. The setting was beautiful, service was good and food delicious. We were particularly impressed with the manager Mr Ron who is always helpful, accommodating and providing excellent service with a smile.We have a little suggestion though that perhaps there should be screen or monitor on both sides of the stage, otherwise guests seated at the tables not facing the screen could not see anything as blocked by the stage.Thank you Yuk Sou Hin Restaurant for helping me to give my guests a wonderful and memorable eveningFrom Lim & Wong familyShow less",5,Reviewed 5 March 2020 ,Yuk Sou Hin
"AngelineTangerineKuala Lumpur, Malaysia","AMAZING service, DELICIOUS, great ambience and value for money ","Fine dining chinese cuisine at an affordable rate. This place was a gem and a rare find. It’s got an amazing ambience with classy music, without compromising on the quality of the food. The portions were generous and as a hotel guest you get a discount too- which makes it very affordable. However, more noteworthy would be the immaculate service given by Ron the manager from start to end. I enjoyed my time here thoroughly! Show less",5,Reviewed 4 March 2020 ,Yuk Sou Hin
kenkongkl,Very delicious and quality food,"The food is very fresh. I especially enjoyed the crispy duck. I had Fish maw soup, Foie gras + scallop mix vegetables and crispy duck for lunch . Surely will be backShow less",5,Reviewed 4 March 2020 ,Yuk Sou Hin
KHEONG6405,Family dinner,Food taste *****Service *****Staff was friendly *****Clean *****Fast respond on all service *****Really recommendedShow less,5,Reviewed 29 February 2020 ,Yuk Sou Hin
shima_okinawa,Good service & good food,"Have been to this restaurant several times with family or with foreign friends. Good food and service being maintained. My most recent visit on 22 June was amazing. Despite a wedding dinner going on, restaurant was able to offer quick and attentive service with no compromise on quality of food. to Ron and his staff. Will be back again.Show less",4,Reviewed 29 February 2020 ,Yuk Sou Hin
"Janette JJurong, Singapore",Yummy food,Highly recommend this restaurant for their lychee ducks and dim sum. Their self made chilli is Super good. We are attended by Ron Yeap whom very friendly and his service is good. Ron go to the extend of checking with their chef for making the fried glutinous dumplings for us in the evening for our early flight back to SG. In-house guests from Weil hotel got discount dinning there.We will definitely come again for our next visit.Show less,5,Reviewed 28 February 2020 ,Yuk Sou Hin
Alimitch55,"Great food, lovely restaurant!",Really recommend this restaurant. We were told the duck was a must try and we were not disappointed! Everything we had was perfectly cooked and the staff were so attentive and friendly- wish we had longer in Ipoh so we could go again!Show less,5,Reviewed 27 February 2020 ,Yuk Sou Hin
Wendy C,Working for Management Role,Great food with wonderful service. Very enjoyable experience every time I visit Ipoh. No.1 choice definitelyShow less,5,Reviewed 27 February 2020 ,Yuk Sou Hin
shereenw259,Perfect 10,"Great customer service, recommendation. Local friend recommended this place. It's a must to try the beef stew. Was told bout their dimsum too. Thank you Ron for your attentive service.Show less",5,Reviewed 27 February 2020 ,Yuk Sou Hin
owjy,Highly Recommended!,"Extraordinary customer service from manager Ron, friendly staff and amazing meal. Atmosphere is perfect for family gathering. Very pleasant and not overcrowding. Their [Signature Smoked Duck with Lychee Wood] is definitely a must try.Show less",5,Reviewed 25 February 2020 ,Yuk Sou Hin
"Ridzuanh71Ampang, Malaysia",Fantastic Halal Chinese food in Ipoh,It's our regular visit to this restaurant whenever we are here in Ipoh. Food h service is good.Highly recommended place.Show less,5,Reviewed 21 February 2020 ,Yuk Sou Hin
"ssparharSingapore, Singapore",Amazing meal,Visited this restaurant for lunch and what a great choice it was. The food was of high quality and very yummy. Service and the attention to detail was excellent. I would highly recommend this restaurant. Show less,5,Reviewed 20 February 2020 ,Yuk Sou Hin
"ndrwdIpoh, Malaysia",Great Staff and Service.,Particular praise should go out to both Stanley and Ron who were accommodating and friendly; my guests found them both entertaining without being obtrusive.This is a very comfortable restaurant with an elegant atmosphere. and not subject to overcrowding.I look forward to returning soon.Note to Management: I spent more money than I initially expected because of your staff's outstanding service.Show less,5,Reviewed 19 February 2020 ,Yuk Sou Hin
phoebelovestravel,Good food with great hospitality,"We were here for dinner to celebrate a friend's birthday, the food was good and all the staff were very attentive. It was a sweet gesture that the restaurant manager, Ron gave my friend a surprise with complimentary cakes. Will definitely come back for sure.Show less",5,Reviewed 18 February 2020 ,Yuk Sou Hin
"westrayhallpoole, dorset",lunch,"Good dim sum, atmosphere and customer service. No problem in coming back for more of the rest of the menu. As yet, the website does not show the menu. Recommended for non-hotel guests who get to have the car park fees refunded.Show less",5,Reviewed 17 February 2020 ,Yuk Sou Hin
toyssamurai,Will fly from USA to Ipoh just for Yuk Sou Hin's Signature Smoked Duck,"If you are like me, who has seen/tasted the golden age of Hong Kong's Cantonese cuisine, you must have heard that Ipoh in Malaysia is the perfect place to reconnect to the lost taste of Hong Kong's best foods (yes, unfortunately, the foods in Hong Kong are no longer as good as before). Many locals would swear that Ming Court Hong Kong Dim Sum (明閣香港點心) is the best Cantonese restaurant in Ipoh, while some tourists would say that Foh San Restaurant (富山茶樓) is better, but I am going to tell you that Yuk Sou Hin at Weil Hotel (玉壽軒) is the ultimate Cantonese in Ipoh. In my recent trip to Ipoh, I have tried all three Cantonese restaurants mentioned above, and while Ming Court did retain the old Hong Kong dim sum style, it is a restaurant that operates entirely in 70s style. In another word, it's dirty, messy and crowded. If its foods are really that good, I would be willing to ignore all those shortcomings. Unfortunately, while its foods are good, they are not that good. Foh San (富山) fares slightly better. If Ming Court is from the 70s, Foh San is from the 80s. However, locals usually trashed their foods, but they probably just dislike that Foh San is slightly more expensive than Ming Court. Some of the dim sum made by Foh San is a lot better than Ming Court. For example, the 馬拉糕 from Foh San is lightyear ahead of Ming Court. Neither restaurant could compare to Yuk Sou Hin, however. Yuk Sou Hin is a Cantonese restaurant of the current age, but retains the delicious foods from the golden age of Hong Kong cuisine. The shrimp in the har gow (蝦餃) is fresh and big, the skin is thin and transparent. Their shumai (Siew Mai) does not use pork, but you would never find it a problem. But what you really should try is their BBQ style of Skewered Siew Mai. They managed to keep the delicious taste of traditional Siew Mai, while giving it a different interpretation. But, what you really must try at Yuk Sou Hin is its ""Signature Smoked Duck with Lychee Wood"" (招牌茶葉荔枝木烤燻鴨). It's one of the best duck I have ever put into my mouth. In fact, I would say that there're two things in Ipoh that would make me want to fly all the way from USA, just to eat them. This duck from Yuk Sou Hin and the Douhua（豆腐花）from Funny Mountain Soya Beancurd (奇峰豆花).Even if you don't stay in Weil Hotel, make sure you visit Yuk Sou Hin during your trip to Ipoh.Show less",5,Reviewed 16 February 2020 ,Yuk Sou Hin
"JyeYiKuala Lumpur, Malaysia",Must try smoked duck,"The best smoked duck in town. Crunchy skin with juicy meat, and the aroma of the lychee wood .... Definitely in my must try list...Show less",5,Reviewed 16 February 2020 ,Yuk Sou Hin
Amygien,Valentine's 2020,Love the ambience.. Food is good as well as service. Well done! Will definitely return when I come to Ipoh.Show less,5,Reviewed 15 February 2020 ,Yuk Sou Hin
"marshalizadotcomIpoh, Malaysia",The Best Chee Cheong Fun Ipoh,Like most chee cheong fun here. Most delicious than other chee cheong fun i was try. Have more chicken. The dim sum menu is so delicious too.Show less,5,Reviewed 15 February 2020 ,Yuk Sou Hin
"JennyFoodTrailKuala Lumpur, Malaysia","Dim Sum Lunch, Dinner","Pork free restaurant.After having Dim Sum here, change my view of Dim Sum at hotel isn't as good as outside restaurants. Food is good n reasonable price. Beef Brisket noodle, Lamb, Pau, porridge really good. Dinner-steam soon hock, smoke duck, Angus beef cubes with black pepper really good.Definitely will be back when in Ipoh.Show less",5,Reviewed 14 February 2020 ,Yuk Sou Hin
PhaikimL,Pilee,Tasty food n nice pickle to go with the meal. Would recommend this place especially for the smoked duck dishShow less,5,Reviewed 14 February 2020 ,Yuk Sou Hin
"HockHin LIpoh, Malaysia",The Chinese Restaurant for both food and ambiance,Enjoyed ala carte dinner with family friends. One of the few places in Ipoh where you can get consistently good food in nice quiet surroundings. Recommend to try the smoked duck. Attentive service.Show less,5,Reviewed 14 February 2020 ,Yuk Sou Hin
Carmen H,Our entire family’s fave since 2014 👍🏼👍🏼,"Our entire family has been dining here since they opened in 2014. Love the quiet environment, cozy ambience, and well trained staff and managers. Needless to say, we come here for comfort food. Our all time favourite dishes are Gu Lou Chicken (sweet & sour) , smoked duck , steamed (3 types of) egg and salted egg prawn, Spicy Assam prawn & tofu pot... and many more. Show less",5,Reviewed 14 February 2020 ,Yuk Sou Hin
"Distantproximity67Seattle, Washington",Excellent food and great service,"The variety of Chinese food is excellent. I thought everything was very good, especially their roasted duck! Highly recommendShow less",5,Reviewed 13 February 2020 ,Yuk Sou Hin
XandraSue,Delicious & Quality Food,"One word, yummilicious! Nice ambiance, very delicious food. We especially love the soup,smoked duck & almond paste(desserts) It has became my must visit restaurant whenever I come to Ipoh.Show less",5,Reviewed 13 February 2020 ,Yuk Sou Hin
"siewdannyKuala Lumpur, Malaysia",Dim Sum Experience,"When one thinks of dim sum in Ipoh, normally this place will not be the top of the list. My first visit changed my preconception of halal dim sum. It is even better than the more popular run-of-the-mill non-halal establishments in Ipoh, dim sum-wise and otherwise. Plus, from the price point, it's not that far off from the seemingly more popular joints. The environment is more comfortable, more attentive and friendly staff. Then there is the braised beef brisket noodles which is a must try. The rest, I will leave it to your adventurous spirit when you choose to dine here.Show less",5,Reviewed 13 February 2020 ,Yuk Sou Hin
Soprisca,Great Overall Quality!,"If you're looking for a comfortable, Chinese cuisine experience, Yuk Sou Hin is the place for you. The staff are friendly, well trained, and attentive. The ambience is fantastic as well, with cool air conditioning, classy lighting, as well as jazzy background music. And this may be a surprise, but the price is much more reasonable than you may expect. So come on down for a nice, quiet meal when you're in the area. You won't be disappointed.Show less",5,Reviewed 13 February 2020 ,Yuk Sou Hin
"SoniG35Ipoh, Malaysia",Chinese Fine Dining Worth Checking Out,"Delicious food, great service and wonderful ambience. Mouth-watering dishes were served promptly and with finesse. Staff were friendly and attentive, especially the Manager, Mr. Ron. He advised us to try their signature smoked duck on our next visit. Will definitely be dropping by again soon!Show less",5,Reviewed 12 February 2020 ,Yuk Sou Hin
shamizann,Super-tasty Beef Brisket (Ngau Lam) Soup Noodles,"Everywhere I've traveled to, I love the aroma of hot beef brisket soup noodles. This restaurant surprised me with their really delicious and tasty beef brisket soup noodles. The smell of the hot bowl of soup noodles made my mouth water. It was so good that I nearly ordered a second bowl. I will be back again for this super delicious soup noodles.Show less",5,Reviewed 11 February 2020 ,Yuk Sou Hin
zyeaa2197,Worth Checking Out For A Satisfying Halal Meal In Ipoh,"It's hard to choose and decide on eating in a good Halal Restaurant in Ipoh, with Ipoh being a Foodie's city and having so many restaurants to choose from. Have read many good reviews about Yuk Sou Hin Chinese Halal Restaurant and its signature smoked duck with lychee wood. So, gave this Halal restaurant a try, and was very satisfied with my choice. Had the duck, a prawn dish, and also their wat tan hor fun. All were really tasty. Service was excellent, with service staff being very attentive. I highly recommend this Halal restaurant for out-of-town travellers to Ipoh like myself.Show less",5,Reviewed 10 February 2020 ,Yuk Sou Hin
Syllz,"Good food, best service","Tried the signature smoked Duck and beef tendon noodle as recommended by the restaurant manager, Mr Ron. No regrets. Juicy and flavorful. Attentive and great service! Keep it up! Show less",5,Reviewed 8 February 2020 ,Yuk Sou Hin
Jocelyn_celyn,Excellent food & great hospitality !,"The food was so excellent but the service even better. Mr Ron was perfect. He was patient, soft spoken and very attentive. The head chef was very friendly . The waitress was very outstanding. Thank you for your hospitality!Show less",5,Reviewed 8 February 2020 ,Yuk Sou Hin
henryleon8488,Mr,"Good food and efficient staff, would recommend to try their smoke duck. Really tender and tasty. Nice ambiance easy access.Show less",5,Reviewed 7 February 2020 ,Yuk Sou Hin
"DarrenEPetzlKlang, Malaysia",Dinner ,"This is 1st visit to this restaurant after few stay at Weil Hotel. I enjoy the dinner, and I love a lot the dessert I ordered (if I am not mistaken was Avocado Sago).YummyShow less",4,Reviewed 6 February 2020 ,Yuk Sou Hin
NicholesW1,DINNER,"Nice decorations,good service and most of all,the food was very nice!its a good place to have dinner!Show less",5,Reviewed 6 February 2020 ,Yuk Sou Hin
decemberlooi,The Best HALAL Chinese Cuisine in Ipoh,"This restaurant is such an extraordinary find, when one needs to entertain Muslim friends and colleagues.I went there for brunch to entertain a few Muslim friends, and was surprised to find high quality Halal Dim Sum dishes, together with good Halal A La Carte dishes. My Muslim friends were also absolutely delighted with the Signature Smoked Duck with Lychee Wood, and the Beef Brisket (""Ngau Lam"") Soup Noodles. Highly recommended if you're looking for a top-class, reasonably priced HALAL Chinese restaurant.Show less",5,Reviewed 5 February 2020 ,Yuk Sou Hin
RichieL207,"Good Variety of Dishes, and Good Ambience","Dining at Yuk Sou Hin Chinese Restaurant was a refreshing change from the typically crowded and noisy Chinese Restaurants.Much has already been said about their signature smoked duck with lychee wood. The restaurant's steamed Patin fish with, garlic, ginger, and soy sauce is absolutely delightful. And their chilled Mango Puree, with Sago, and Pomelo is so refreshing to have, after the main courses.Show less",5,Reviewed 5 February 2020 ,Yuk Sou Hin
IsabelleC2567,Good Restaurant,Food is good and staff are friendly and helpful. We have been dining here for many Chinese New Year and the atmosphere is condusive.Show less,5,Reviewed 5 February 2020 ,Yuk Sou Hin
OlivierW278,We’ve an absolute fantastic diner,We’ve an absolute fantastic diner in particular the duck dish signature which I didn’t recollect enjoying so much of a very nice duck even in my home French country. A special thank you to Ron and the team Show less,5,Reviewed 4 February 2020 ,Yuk Sou Hin
deepshan30,Birthday party,"The food here is amazing and the stuffs here are very friendly with their guests. Not only that, this restaurant has amazing beverages.Show less",5,Reviewed 3 February 2020 ,Yuk Sou Hin
MercataletravellerMercatale,Delicious Chinese food,"The smoked duck is delicious, & we recommend the spinach with 3 different eggs & the dried oyster with ginger & pine nuts. Exceptional Maître D- Ron who gives advice, shares his extensive knowledge of life and takes care of you with his charming manner.Show less",5,Reviewed 3 February 2020 ,Yuk Sou Hin
SEAColonialTraveller,Smoked Crispy Duck - delicious!,"Excellent service, excellent food..... lovely atmosphere.The restaurant staff were very attentive but not intrusive. The restaurant manager was very helpful with our choice of meal and what to accompany it. if you are going to try one thing it must be the smoked crispy duck - the manager explained to me how it was prepared and infused and then air blown.......to make a crispy but not fatty and super tea smoked flavour. I would travel miles again just to eat it!.Show less",5,Reviewed 2 February 2020 ,Yuk Sou Hin
Icleeuk,Excellent food in a central location,The smoked duck is something to try. We made a return trip just for the dish and was very happy to taste it again. Very kids friendly and Ron was extremely hospitable. Would consider staying at the hotel next time knowing YSH is downstairs and will always have good food.Show less,5,Reviewed 1 February 2020 ,Yuk Sou Hin
Lijianphoon,Wedding luncheon at yuk sou hin,It was a great wedding luncheon served by yuk souhin. Received good feedback for the food from all my guests. It was still warm and fresh when it was served. Floor manager was very helpful and staffs was very friendly ! Will recommend for small and intimate wedding.Show less,5,Reviewed 30 January 2020 ,Yuk Sou Hin
"CelestialfoodieIpoh, Malaysia",Best Chinese Restaurant in Ipoh!,"This is probably the best Chinese restaurant now in Ipoh, as the rest of old timers slowly fade away with inconsistent food quality. I would give them a Six Star, had they offer pork dishes. Well, this is Malaysia with a lot of red tapes. Go for steam Lamb ribs, lao sa pao and pan fried turnip cake with XO chilies!Show less",5,Reviewed 29 January 2020 ,Yuk Sou Hin
Ting T,"Great service, family and vegetarian friendly",We had CNY family lunch here and ordered their vegetarian set. The private rooms were great for family events. We felt very comfortable and the service was also great. Food was also good. Highly recommended.Show less,5,Reviewed 27 January 2020 ,Yuk Sou Hin
Benjaminchu13,Restaurant yuk sou hin n Hotel,"Went for cny reunion dinner. Taste 95%. Service 100%. Mr Ron is responsive n best in service. There's a gift after d dinner. Cny Performance live band n lion dance are there which surprise me too. Most importance is food taste. Really nice.Hotel is nice too. Baby cot brand is graco, TV is Sony, those brands r up to standard. Toilet is clean too. Overall hotel room, 90% of 100%.Show less",5,Reviewed 25 January 2020 ,Yuk Sou Hin
"lihyikKuala Lumpur, Malaysia",Great food great service,"Perfect service provided and we have even gotten food recommendation from Ron. Everyone was impressed with the quality of food and the service. We have a waitress appointed just to serve our room. As a fellow Ipohan who, for some reason, resist going to a hotel for good food, I will now have to reconsider this decision of mine.Note: The roasted duck and the 'pork stomach pot' is the bomb!Show less",5,Reviewed 24 January 2020 ,Yuk Sou Hin
lowkei,Nice food with great ambient,"We had reunion dinner with a group of old time friends and we ordered their CNY set. In short, we were provided with a private room with a dedicated waitress. Service was top notch. Food was served in a timely manner and personally I think the food is good. Thanks for the great service!Show less",5,Reviewed 23 January 2020 ,Yuk Sou Hin
taoki207,Great food and service,Great food and service. Love Mapo Tofu in this restaurant. Definitely must go place when you visit Ipoh. Thank you Mr. Ron!!Show less,5,Reviewed 19 January 2020 ,Yuk Sou Hin
JoanneLiau,Great dining experience,Had a kickstart lunch with important business partners and no regret choosing Yuk Sou Hin. It offers good services that all my guests feel honoured and gave me positive feedbacks.Show less,4,Reviewed 17 January 2020 ,Yuk Sou Hin
SharifMelb,Delicious Duck,"We dined at Yuk Sou Hin 2 of the 3 nights we stayed in Ipoh because it was so good. This restaurant serves some of the best duck we have ever had. Highly recommend ordering the lychee-smoked duck, which can be ordered either half or full. The restaurant is tastefully decorated, with a formal yet relaxed atmosphere, and the staff are incredibly friendly and attentive.Show less",5,Reviewed 16 January 2020 ,Yuk Sou Hin
"soheilp188Newport Beach, California",Amazing smoked duck,One of the best smoked duck (flying duck) I have ever had. The manager Ron is very personable and helpful. He recommended the food to me and it was wonderful. He also sat down with me and made sure I received the best customer service possible.Show less,5,Reviewed 16 January 2020 ,Yuk Sou Hin
"U6275FRstefansBrussels, Belgium",best chinese food in town!,best chinese food in town!friendly staff and very helpfull! the duck was amazingly juicy and tasteful.Show less,5,Reviewed 16 January 2020 ,Yuk Sou Hin
Cylaml,A must visit restaurant,"This is the best dinning place for us in Ipoh, food is so good, service and ambiance is superb, must try. The smoke duck is so delicious.Show less",5,Reviewed 15 January 2020 ,Yuk Sou Hin
"ThomasLamIpoh, Malaysia",Dinner,The best place for chinese crusine. Attentive staff and caring manager. Chef was hands on and we feel so privilege to dine in this restaurant.Show less,5,Reviewed 15 January 2020 ,Yuk Sou Hin
"last0nimneTulsa, Oklahoma",Perfection personified. ,"I am finding it exceptionally difficult to find the appropriate words to describe how utterly pleasant our dinner experience at Yuk Sou Hin was. From being greeted at the door by Chef Allen Tsu to the pureed Mango dessert that finished our evening we were treated like royalty. Everything that entered our mouths was absolutely delicious. We started with Whitebait and fried Mushroom appetizers. Entrees included Duck Salad, Steamed Chicken with Mushrooms, Prawns and Scallops, Grouper and an exquisite Smoked Duck that was cooked to perfection. The wine list was adequate. Manager Mr. Don and his staff were quietly attentive, replacing soiled dishes and napkins without disturbing the ambiance. Again, the food and the service were beyond reproach. Dinner was memorable. What greater compliment can one pay? Thank you Chef, Ron, and staff. Show less",5,Reviewed 12 January 2020 ,Yuk Sou Hin
Levine1993,Great food and friendly environment,"The food was tasty especially the lychee duck,all the staff were friendly too. Definitely a good place to gather with family and friends.Show less",4,Reviewed 12 January 2020 ,Yuk Sou Hin
Rachelyewwwww,Great food and service,"Love the food and its dessert! So delicious and enjoy the environment there, Ipoh ppl must try especially the CNY.Show less",5,Reviewed 10 January 2020 ,Yuk Sou Hin
JPAUCK,Excellent food and service,Very good service and excellent food. Must try the duck! Wonderful place to have family gathering.Show less,5,Reviewed 9 January 2020 ,Yuk Sou Hin
Aarongem90,Great service,Almost every month we dine in this lovely place. The food is delicious and the service is good. The new manager has done a good job!Show less,5,Reviewed 9 January 2020 ,Yuk Sou Hin
L5852LQjennyl,Very good service and tasty food,My husband is Caucasian and he loves the food at Yuk Sou Hin. I am originally from Ipoh area and I love the food as well. The service is excellent. Show less,5,Reviewed 7 January 2020 ,Yuk Sou Hin
penny626zzz,Excellent food and services,Good food taste served here. Duck and sea cucumber dish was very well prepared. Both fresh and tasty.Service was also very tentative. Restaurant is very well designed too.Show less,5,Reviewed 7 January 2020 ,Yuk Sou Hin
Nurinhamzah,Annual dinner,Food is very good and delicious ...Staffs also very friendly..... good services.... Very recommended....Show less,5,Reviewed 7 January 2020 ,Yuk Sou Hin
vivian_sclim,Excellent food..,Food was taste good.. They even change plate after 1 meal serve.. Manager service well & friendly...Show less,4,Reviewed 7 January 2020 ,Yuk Sou Hin
SimoneSunshineOz,Amazing dim sum and wonderful service,"We were recommended the restaurant by our concierge, and it did not disappoint.The dim sum were incredibly fresh and bursting with flavour, the restaurant manager Ron was more than accommodating with my shellfish allergy. I can not recommend this enough.Show less",5,Reviewed 6 January 2020 ,Yuk Sou Hin
"Carynlee1989Glasgow, United Kingdom",Good place to have a scrumptious meal with great atmosphere,"Came here for dim sum and while others had a discussion. Food was surprisingly good. Love the ambience, not too noisy with attentive service. Definitely worth a visit!Show less",5,Reviewed 6 January 2020 ,Yuk Sou Hin
Planar50,Good food nice ambience and good service,"A nice pork free Chinese restaurant. Food quality is good. Staffs are very friendly and providing good services. Moderate portion and the price is a bit high. But if you wish to have something different, this is the place.Show less",5,Reviewed 6 January 2020 ,Yuk Sou Hin
TCM-blueeye007,Company annual dinner,This is a nice restaurant... Provide us VIP room with Vvip service and great food. All staff really enjoyed the dinner and environment!!! Highly recommended place for company function. Sure will come back to this restaurant again!!!!Show less,5,Reviewed 4 January 2020 ,Yuk Sou Hin
Llluseelllid,Great place and great food,The place has a very clean and well maintained environment. It as well has very good food. The waiter and waitress are very friendlyShow less,5,Reviewed 4 January 2020 ,Yuk Sou Hin
slau61Singapore,Lunch,"Excellent smoked duck and very good soup. If you get a chance, look for the restaurant manager Ron Yeap for some good recommendations. For food and to-dos around town.Show less",5,Reviewed 4 January 2020 ,Yuk Sou Hin
Jim1481,Mr,Super delicious and excellent service well located price very reasonable ingredients very fresh very good atmosphere perfect place for diningShow less,5,Reviewed 4 January 2020 ,Yuk Sou Hin
