Author,Title,Review,Rating,Dates,Restaurant
"abdrahmanrJohor Bahru, Malaysia",spoilt for choice!,"best breakfast, enjoyed the variety food, ranging from western breakfast to Asian breakfast, and variety of fruit to choose fromShow less",5.0,Reviewed 10 July 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
NurH2621,celebrate anniversary,tq so much to nizam and tejah for being kind and helpfull to us to decorate and do suprise celebration for my husband bfday also.tq to all tosca staff too.i love it so much and absolutely come back tosca again!! will recommend to my family n friends.tq so much again nizam for assist us.Show less,5.0,Reviewed 9 July 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"ssarimahKuala Lumpur, Malaysia",One of the best place to celebrate the birthday of your loved ones!,"Since we were spending few nights at Doubletree By Hilton, we decided to celebrate my husband's birthday there instead of going out and we are GLAD we did that! They serve authentic Italian fair and my son (who doesn't eat veggies at all) finished up his vegetarian risotto. The steak is great and so does the pasta and anti-pasti. The staff are polite and very accommodative. Will definitely come here again for sure! Thank you Tosca!Show less",5.0,Reviewed 8 July 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"dylanstitchwongSingapore, Singapore",Friendly and helpful staff!,Had a pleasant time there with great service. Had the antipasto and cheese buffet add on along with the mains. The food was good but was slightly lacking something. But the service and attentiveness of the staff really made up for it!Show less,4.0,Reviewed 30 June 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"cgmxtravelsSingapore, Singapore",Excellent dining experience with exceptional customer service standards and great food,"We had an excellent dining experience during our recent trip to JB! Quality of food and drinks was great. Other than the beef, we enjoyed all the other dinner courses.I was particularly impressed with the high quality standards of great customer service provided to us prior to our dinner and even during our whole dining experience. Apart from helping to arrange for the cake for my partner’s birthday celebration, the restaurant even went an additional mile to propose wordings for the cake and to set up a candle light setting for our table! When we shared our honest feedback on the quality of the steak we ordered, they had even kindly counter-offered to change our dish, which we kindly rejected as we were too full. They went an additional mile to offer us complimentary coffee & tea instead.I also noticed that every dining table had a different table deco & set up. I personally love such personal touches so do keep up the great work in displaying creativity to enhance your customers’ dining experiences!Show less",5.0,Reviewed 24 June 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"BGRigbyJohor Bahru District, Malaysia",Romantic Italian Resturant,The Italian food is quite good and authentic. Service was good. Celebrated our 15th wedding anniversary here and it was excellent.Show less,4.0,Reviewed 19 June 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
VinyJBSingapore,"Relax, Refresh and Dine","Settling in around 5pm, on a beautiful semi-warm day, started of with skilled Mojito from the friendly bartender Mr Harvi. Paired with Fries and waiting for friends who wanted to enjoy a Pinot Noir while enjoying the calming feeling and view of Tosca. Nestled in between 2 buildings, with outdoor and indoor seating, it's the perfect place to chill and unwind in style with tasty Italian cuisine paired with drinks of your choice. From an extensive list of wines, to well-made cocktails, it's never a dull moment here. The manager, Mr TJ's always ready and attentive response to any request by my guest who braved the Singapore jam to spend time with me.. was highly appreciated. Great venue, Great food and drinks, Great friends! Well worth multiple visits.Show less",5.0,Reviewed 16 June 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Shannon CAlbany, Oregon",Business Trip Dinner Nirvana,"Our group of four sat poolside in the pleasant evening with a cooling breeze blowing from the east. The House music piped over the diners was energizing the mood and the staff took great care of us. We shared a 1kg rib eye steak between the group as well as an excellent plater of meats, vegetables and bread.Show less",5.0,Reviewed 29 May 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Buzz2020Philomath, Oregon",The Tomohawk Dinner feeds four.,"1 Kg of steak, quiet luxurious environment, professional staff made celebrating my wifes birthday perfect.Show less",5.0,Reviewed 21 May 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"EzhamkKuala Lumpur, Malaysia",good Italian cuisine,it is very hard to fine a good Bolognese sauce in Malaysia. This is one of the good ones.try also the aglio olio seafood....a must. Show less,4.0,Reviewed 20 May 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"YvonneLLSJohor Bahru, Malaysia","Ambiance, food, service par excellence","Made prior arrangements to have my husband’s birthday celebrated there, to have Western fine dining for a change. It was the perfect candlelit ambiance we needed to end the day as it was a busy and tiring day for both of us. I asked for non oily, low carb and light selections and the chef did great justice with a starter that was light, fruity yet surprising to start the evening on an anticipative mode. This was followed by a chicken consomme with ravioli for me and a seafood soup with smoked salmon for my husband. The soups were a tad disappointing as my husband found his seafood soup salty while mine was a bit bland. The Passion Fruit sorbet that came next was delicious and prepared us for the main course which was rack of lamb for me and a baked ocean trout for my husband. Both were clear winners. My chops looked too bloody for my liking at first but it turned out that the chef knew better. It was not gamey (which I dread) and the meat virtually melted in my mouth without the usual toughness usually associated with grilled lamb. Then my husband’s trout had skin which was crunchingly crispy and meat that tasted buttery. Delicious. Although there was considerable waiting time in between each dish being served (there was a sudden unexpected crowd that evening) but the staff were warm and apologetic and made admirable recovery measures. They extended a glass of wine to both of us to while away the time and at the end of the dinner, presented a small birthday cake to my husband complete with song. So all wait was forgotten and a memorable evening was left lingering in our thoughts. Thank you, Tosca and team. We shall be back.Show less",4.0,Reviewed 28 April 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
ErieceMalaysia,Celebrated our 5th annivesary here ,"Visited this restaurant to celebrate our 5th annivesary and booked via table app. The staff purposely decorated the table for us. We appreciated that.We ordered Italian artisan board (with several types of ham), quattro pizza, aglio olio, well-done sirloin steak, tiramisu and vanilla bean gelato. The food is absolutely tasty and the portion is reasonable. Thanks to our friendly and very polite waiter, Mr. Thila, we had our best dinner experience in this fine dining restaurant. Keep it up with the good work!! Show less",5.0,Reviewed 15 April 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Steph2310Cobham, United Kingdom","Disappointing evening, lovely service","Been there many times and it’s usually fine. That night wasn’t good : no more caprese salad, no more steak...no more this and that. It was early evening though. Food and drinks took forever to arrive, burger was over cooked when asked medium...waiter apologised many times, offered dessert on the house. Surely a hiccup evening from a management and planning viewpoint. Too many patrons/groups not enough cooks/food/staff? Show less",3.0,Reviewed 10 April 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"FoodiefrmSingaporeSingapore, Singapore",tomahawk excellency!,"Hubby took me here for my birthday dinner! I should say - the steak is done to its excellency! It was tender and nice. However, the only downside to it is, the waiter did not tell us that the steak comes with some sides and he was encouraging us to take up the Starter buffet. I thought that was a little too much for us, if we knew there's some sides that came along with the steak. I guess that should be at least advised to customers as not everyone's a big eater especially when Tomahawk was already a gigantic meal for two PLUS the waiter knew we ordered Soup as our starter as well. Other than that, all the waiter and waitresses were very friendly.Show less",5.0,Reviewed 26 March 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"StaryxusJohor Bahru, Malaysia",A Wonderful Place to Dine with the Loved One!,"Had a romantic dinner with my lady in this wonderful, cosy and friendly restaurant. Located at a higher ground where you can enjoy your delicacies while watching the glittering night view of the Johor Bahru city, as previous historical name suggested (Permata Jauhar). Environment, services and food are excellent. We ordered a steak and lasagna, and we still can't forget how juicy and filling the food was. By far one of the good Italian restaurant we had tried so far, definitely will come again. Price wise is slightly higher than Gianni's, but all the good things I had mentioned put a good standard for it.Show less",5.0,Reviewed 16 March 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Jeromelimz,Wonderful Service by Tejah,"I came across this restaurant on tripadvisor when I was planning for a birthday celebration for my wife and I (my wife and I have birthdays very close to one another to every year we will celebrate our birthdays together). I emailed the restaurant for a reservation and had a few communication with Tejah, the assistant restaurant manager. He had been most helpful in the preparation of candlelights and reservation of a good table as per my request. Throughout the meal, he was always around to serve us and always ensured we were comfortable and enjoying the dinner. Much to our pleasant surprise, Tejah even prepared a small cake for us in celebration of our birthdays. It made the night for us, we really enjoyed the dining experience at Tosca.The food was also pretty good, the cod fish was delicious and the lamb chop was done just right for me. The mushroom soup was fragrant but not overpowering and the seafood soup was very appetizing with abundance of seafood in it. The margarita pizza was pretty well done too, though by then we were already too full to finish it. (I have to admit, we over ordered our food)The ambiance in the restaurant was fantastic for a romantic fine dining experience.Price wise, it is on the slightly more expensive side. But if you are prepared to splurge a little, compared to a fine dining experience in Singapore, it would have been considered quite affordable.Would definitely recommend this place for an occasional celebratory dinner.Show less",5.0,Reviewed 14 March 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Jagir56Johor Bahru District, Malaysia",Celebrating birthday,It was not a planned dinner but a friend recommended . Our choice of Cod fish and duck pasta was superb and the variety of cocktails offered were awesome. The staff there were friendlyShow less,5.0,Reviewed 8 March 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Alex LJohor Bahru, Malaysia","Service was excellent, Food quality to be improve","Having a special occasion with Tosca. Great service from the team especially Tejah. We enjoy ourself with the cosy ambiance. Food quality yet to improved, by charging one of the highest price in JB we do expect some quality food served, one of the ingredient in the starter was missing. Soup was a bit salty. Main course slight disappointment. Dessert was fantastic. Hope the next return food quality will be better. Show less",4.0,Reviewed 19 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Journey43268,Never disappointed.,We visited again during Cuban Brunch.Seafood were very fresh and lamb was good too.Both manager Sara & TJ done a great job for these promption.keep it up guys.Show less,5.0,Reviewed 18 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"FrancisTLimPenang Island, Malaysia","Nice dinner, nice staff.","Jan2018. I came twice in Jan2018. First time I had their Lamb Chops & the second time I had Lamb Shank. I also tried their Tiramisu. First they serve their Italian breads, with black vinegar & olive oil. The food was typical for a restaurant. (No complaints from me.) I especially like the Tiramisu because it is not too bitter for me. Both times I was here, they were almost full (from the area that I can see.) FrancisTLim.Show less",4.0,Reviewed 18 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"cheryll_gohWichian Buri, Thailand",Nice itlian lunch,Pizza crust is very nice. We love the grilled chicken too. Mushroom soup was nice without too much cream to our liking. Show less,5.0,Reviewed 14 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
R WWellington,HIgh standard Italian,We dined at Tosca on our first night in Johor whilst staying at the Double Tree which made Tosca every convienent Food was very good and only slight mishap was the side of fries we ordered for our son was missed so he had to wait longer for thatIf you want upmarket Italian in Johor Bahru this is the place to goNote they also have a very good lunch buffetShow less,4.0,Reviewed 6 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
nathiya-0406,Great restaurant for special occasion ,"I n my Husband celebrate our first year wedding anniversary here. Fantastic service frm all d staff there especially staff by d name TJ,so friendly. Really enjoyed the relaxing atmosphere. Definitely will drop by againShow less",4.0,Reviewed 4 February 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"duff3833Johor Bahru, Malaysia",Fabulous service for a specialty buffet,"We visited during the Cuban Brunch Special, and we were very impressed. Fresh seafood, great array of cheeses, juicy lamb with mint sauce, and the servers (and managers) made sure our drinks were kept topped up. They had a wonderful Cuban man on site rolling fresh cigars as well. I can honestly say it was the best cigar I’ve ever had, enjoyed poolside with a lovely view. Gracias DT, it was a great day! Show less",5.0,Reviewed 28 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"mavistan79Singapore, Singapore",Fine Dinning in JB. ,First time had fine dinning in Johor Bahru. After all experience was average for the restaurant. Maybe can give more attention for customers. It's only I dislike was the Tiramisu. After all is still averaged.Show less,3.0,Reviewed 27 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"danielcardenaszVista, California","Great view, pleasant ambience and great service and the food was fantastic.",I have eaten at this Italian restaurant several time with-in the last year. I love steaks and this restaurant has some of the best and a reasonably priced. Their pool side patio area has a fantastic view of the city and the sunsets are sometimes breathtaking. Show less,5.0,Reviewed 23 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"alert666Johor Bahru, Malaysia",James,Just having my wedding anniversary dinner and the service is good and the food is nice. Very nice place for such occasion . Lastly thanks to Kejah for the service.Show less,5.0,Reviewed 19 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"OscarHengJohor Bahru, Malaysia",Phenomenal,"Visited Tosca for my father's birthday and the food is simply out of our expectations! The service was excellent and the chef ( Chef Sam ) is very friendly which just made our dining experience better.We ordered the set menu which the chef planned for us when we arrived. It was phenomenal. The starter was the Antipasto Misto followed by a Seafood Cioppino. After this was a palate cleanser of Lime and Mint Sorbet which was too sweet for us. Then came the main course which was a Rib Eye Steak. As expected, it was absolutely delicious. Perhaps the best steak I have ever had. After the main course was the dessert, I forgot what it was called but let the pictures explain themselves.I would absolutely recommend this restaurant to everyone.Show less",5.0,Reviewed 14 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Sean W,Had a great birthday&anniversary dinner,My gf and I really enjoyed spending our anniversary Tosca tonight. Our food was lovely prepares by the chef and the server was wonderful which the name I did not ask but I will always remember. Everything was done perfectly and I would like to specially ths Mr Kumar and Mr Tj for helping me prepared this wonderful night with a spectacular view with a beautiful design arranged by the team of Tosca! I will surely recommend this restaurant for couples that plan to impress their partners.So keep up the good work and I would be back again!Show less,5.0,Reviewed 12 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"WallyHollandVoorburg, The Netherlands",Good quality/cost ratio restaurant ,"The served food is cooked in a professional way and is reasonably priced. I have had dinner many times here I never experienced that the food was wrongly prepared, overcooked or undercooked. The ingredients they use seem to be fresh as well.What in my opinion can improve is the service (some waiters do not understand what business people expect from a hotel restaurant; delivering the first drink takes long, cleaning out tables seems their primary task and looking around for possible service requests is quite often forgotten) and the cold platter entree table (are all items daily freshly made, since I do not have that impression?)Show less",4.0,Reviewed 10 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
KayatriR,Perfect! ,"Celebrated my best friend’s birthday here and she was really happy with how well we were treated! As usual, I was not disappointed by the chef and the staffs of Tosca. A huge thanks to the staffs for giving my best friend the surprise cake at the right time. The tuscan chicken and the asparagus risotto was to die for! Recommending these dishes to my friends and family! Show less",5.0,Reviewed 6 January 2018 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Loutus_SydSydney, Australia",Holiday,"It was a bit disappointing that we were told by the reception that they just got told by the manager that they were not providing the lunch set menu on Xmas Day. However they did not mention about it the night before while I was enquiring. In addition, we expected the veggies we ordered to be green veggies but they were roasted garlic, potato, eggplant. Maybe don’t order this one, if you want some greens. We found out Malaysian people don’t eat much greens in their diets at all. We ordered still water and evian was brought to the table. Personally I don’t like the taste of evian, worse than their bottled water in the hotel , just taste like tap water which I didn’t drink mush of it. Apart from above, they gave you complimentary bread while waiting and their staff is very friendly and the service is good. Show less",4.0,Reviewed 28 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"hieyraherreraJohor Bahru, Malaysia","Great food, Friendly staff and Cosy ambiance","I had a very good time celebrating my bff birthday here last night. Excellent Italian food , Thanks to Shima for ur very good service.. Overall, satisfying experience!!Show less",5.0,Reviewed 28 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Shindo123Johor Bahru, Malaysia",A difficult one ....,"The booking process was very efficient and professional. As it was our anniversary, the table was beautifully laid out for the occasion. The restaurant is very comfortable, with a pleasant ambiance.The poolside bar area is a great place to have cocktails as the sun goes down. Very enjoyable.The food was excellent quality, and well presented.The staff were very polite and friendly.Now for the not so good:We ard regular visitors to Giani's in Permas, so we base our comparisons to them.It seemed the staff were in disarray. We ordered wine and waited ages, chasing it up twice. Eventually we were told there was no stock, so we ordered something else that came quickly. The margarita's were watery, although we are comparing them to excellent ones found at Giani's.The food order was not taken properly. The result was I had finished my main while the wait staff were still questioning what my wife had ordered almost an hour earlier. She was about to cancel her dinner. The desert menu had a few items. The one chosen by my wife was unavailable. Is it hard to have everything on the menu available? All round, a nice place to visit. Monday nights dont seem to be a good night to go. Maybe the staff are better organised on other nights?Show less",3.0,Reviewed 20 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
977winw,"Luxury restaurant, kindly staff","I had the time to enjoy a perfect meal in here. And i was prefer with the tasted of food. The most thing i love is there staff, they're so lovely, good attitude and kindly.Thank you all. I will come back again.Show less",5.0,Reviewed 18 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Napha S,Fantastic food and friendly staffs,It was a really nice place for my business trip. I enjoyed foods very much. Staffs are helpful. I would visit it again.Show less,5.0,Reviewed 18 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"betmakeBali, Indonesia",A great place for dinner,"I went there with my business partners.Got attentive service from the waitress.She recommended us to try Lamb chop, chicken, and Bianca pizza.5 star food & 5 star serviceSee you again very soonShow less",5.0,Reviewed 18 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Huy M,Amazing Place ,"i had a chance to share my experience with this place , wonderful !! Food was of Good Quality and price is unbelievable. It is competing with the best Restaurants in city .Show less",5.0,Reviewed 18 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"nsl115Singapore, Singapore",Good pizza,"Lovely poolside ambience on a cool dry evening to enjoy a lime daiquiri or some white wine with crisp pizza, good steak and al dente pasta. There’s a good value antipasti buffet but not as tasty as it looked. The bread was hard and tasteless and the rest were uninspired. The wagyu burger was a bit of a disappointment- Tasted good but it wasn’t a good cut with stringy tendons. Mushroom truffle soup was delicious. The tiramisu dessert was smooth and creamy. Service was attentive but the service was slow. Show less",3.0,Reviewed 9 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Des7518Singapore, Singapore",Wonderful!,Celebrated my girlfriend birthday at Tosca and requested for candlelight dinner setting in a cosy corner with nice view .Got exactly wat I requested for and more (lovely pair of bunny napkins art decor for my bunny loving gal!)as the services from the crew was great and really made as feel at home .Food was also wonderful especially the rib eye steak (medium rare cook to perfection!).I really got to thanks the crew especially Tejah for arranging everything for me and my girlfriend.We are very happy.Keep up the good work guys!Meraviglioso!DesmondShow less,5.0,Reviewed 8 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
KayatriR,Perfect!,"Paid another visit to tosca and i'm still given the best there. i tried lamb slider this time. the portion was small, but the taste was so exquisite! never had such juicy lamb anywhere else before. and for desert, i tried the warm chocolate cake. the icing was sweet and it was heaven for someone with a sweet tooth like me. definitely recommending this to my friends and family! kudos to the chef!!Show less",5.0,Reviewed 4 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"cmolina9Cuenca, Spain",Friendly and helpful ,"Went again this time with some friends. As always the food was from another world. The beef burger is a must try. Not only was the food amazing, but the service from all members of staff was marvellous. They were there for whatever you needed. These are the kind of things that make you go back and back to this place.I’ll see you soon!!Show less",5.0,Reviewed 3 December 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Jgh45Houston, Texas",Good vibes,"Excellent choice for a fresh dip in the swimming pool, nice breeze on the balcony, cool drinks and tasty food. Very nicely managed with a well appointed kitchen, bar tending crew and wait staff always at the ready with a smile. The awesome ambiance and laid back style help me to relax after a hard days work. Thanks to all the Tosca staff for making me feel at home and comfortable every time!!All the best! JeffShow less",5.0,Reviewed 23 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Kelly L,Birthday treat,I'm 100% satisfied with the excellent food and services. Price are reasonable for a fine dinning and portion are good for sharing too. Big thank you to Azhar for the arrangement to give our birthday girl a wonderful night. We will definitely return!Show less,4.0,Reviewed 22 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"WTisSearchingSingapore, Singapore",Very good ,This restaurant was recommended by a good friend. We found the food to be excellent - fresh ingredients and generous portions.Show less,5.0,Reviewed 17 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"coozeecoozaSingapore, Singapore",Great service and ambience ,"It was a cool and windy evening, perfect for a private dinner, we opt to be seated outdoors with a view of the JB skyline. Restaurant manager Sara made us feel at home instantly. A great host indeed! The pizza selection was a pure and authentic Italian masterpiece. Crunchy thin crust with just the right amount of topping. The buffet Antipasti selection is great for a long and relaxing dining experience. We finished up with the tiramisu. A thing to note- this does not contain alcohol but it's almost as good as the real thing. Will definitely be back for seconds, and Thirds and ........Show less",5.0,Reviewed 15 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Vino4321Singapore, Singapore",Overrated ,Was excited to try this restaurant after reading all the great reviews but sadly disappointed. Didn’t think prices were reasonable at all! RM40 after taxes for a Caesar Salad with dressing that tasted store bought! Did not enjoy the expensive Seafood Cioppino either as I found the tomato base overpowering.Steak was all right. The Spaghetti Carbonara was just not our cup of tea either - bland. Overpriced wine list which is a pity as the ambience is great for drinking wine. Won’t rush back to dine here. Show less,2.0,Reviewed 14 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
NajibR78,Mr abyy,What a nice place and affordable price . The staff are very friendly . Recommended 👍🏻 serve by Shahrima ☺️,5.0,Reviewed 13 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
amaleinam,Tosca is the best service and food,Had my candle light dinner with superb staff n superb food!tq tosca!Sure we will come again.the pasta is really nice.Show less,5.0,Reviewed 11 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Shina R,Awesome food,The pizza was awesomeeee!!!! Love it very muchhh recomended And the staff shima she was wonderful n friendly excellent serice love it Show less,5.0,Reviewed 8 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"864rinaaKyiv (Kiev), Ukraine",Very relaxing atmosphere and tasty food,"The food is tasty. Small amount of customers. Staff is nice. They serve some bread, butter, olives that you can enjoy while waiting your order. I tried fish cocked in oven that was very yummy, and even it was big and i was not so hungry i finished all. Im in love with their tiramisu desert. Another time i eat sirloin steak, unfortunately it was not so good. I ordered medium rare but it was more rare and not enough salty. Show less",5.0,Reviewed 8 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"travelingRENew Delhi, India",Delicious food with good ambience.,"Was at Double Tree on a business trip. We had dinner at Tosca and I must say that the staff is very courteous, and they patiently answered our questions about the dishes.I am a vegetarian so I had limited choice.. orders a margherita pizza.. served thin crest and super delicious. The restaurant has indoor and outdoor seating options. We opted the outdoor one which was pool side and also with city view. The prices are not very high and whatever they charge is worth the taste.Show less",5.0,Reviewed 7 October 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"799lilDubendorf, Switzerland",Seafood is of poor quality and not fresh,"Ordered calamari as starter which is chef recommendation. The squid was rubbery and not fresh, tasteless and batter was falling off. Service recovery was good. Allowed us to change to anti pasta. Had Vongole that was super oily and spicy full of chilli flakes with no taste of clams or white wine. The clams were all so small and rubbery and fishy. Changed to squid ink pasta but only have two not so fresh big prawns and the rest are small rubbery prawns. Further, pasta wasn't Al Dente. Saving grace was the seafood soup. Soup taste superb but the squid in it, similarly tastes rubbery and fishy. Totally disappointed with the food quality as compared to my dining experience 6 months ago. Show less",2.0,Reviewed 25 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
Aaron Y,one of best tomahawk and pastas,I have dinner with my family here and the pastas and tomahawk here are so great. We all enjoyed our dinner so much .the service team was so helpful with our last minute request. All of them were very patient with our funny request . Kudos to all of them at tosca Show less,5.0,Reviewed 25 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"cmolina9Cuenca, Spain",Great food experience,Went with my family for dinner and we couldn't have chosen a better place. Not only the service was impeccable but the food quality was another level. I had the beef tenderloin and I can't wait to go back just to have it again. I recommend it 100%!Thank you guys! I'll see you soon!Show less,5.0,Reviewed 25 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"mohamadremySingapore, Singapore",Double Hilton,I stayed for 1 night spending my 1st Anniversary moments with my loved ones. The room was well decorated with flowers on the bed and over the places. The ambients was so great! Definitely will coome back again. The hotel staffs are all polite & u can see smiles on their faces always! Keep up the good image Hilton Staffs!Show less,5.0,Reviewed 25 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Tony MSubang Jaya, Malaysia",One of the best seabass experience!,"The seabass was so so good. First time trying it and had my expectations met! Overall the service and staff were very friendly too. If you every visit this place, the seabass is a must try!Show less",5.0,Reviewed 23 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
madhudinesh,Amazing Ocean Trout 😋,It was an amazing time in Tosca with the perfect atmosphere and friendly staffs. Orders came on time and their Ocean Trout was beyond imaginable Show less,5.0,Reviewed 23 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
KayatriR,Excellent Food and Staffs! ,I recently spent my holiday here with my friends and we definitely did not regret our choice! I ordered a whole seabass and it was cooked to perfection. The staffs were very accommodating to our needs as well. Rating this a 5*! Show less,5.0,Reviewed 23 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
bkaria,Vegetarian friendly,Definitely recommend to all vegetarians as this place will leave you satisfied with good ambience and fantastic service.We were craving for good vegetarian pizza and Tosca gave us the BEST.The toppings were well balanced and we were sure that we could have the good without worry.FIVE STARS GUARANTEED.Show less,5.0,Reviewed 22 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"914damiencChatel-Saint Denis, Switzerland",Dinner alone,"I did go on my first day on the 13th floors to taste some italian food. I wa not fancy Asian tonight and was tired enough to not move else where. Service excellent, wine menu too limitted for such hotel. I took thr antipasti buffet and it was so so, no real good italian choice and no taste. Then i ha beef cheek. Pretty good i have to say bit they forgot my side orders!Show less",4.0,Reviewed 21 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
wolfwanne24,Excellent Italian food,Excellent Italian food. You must try the seabass. Great. Also all the other dishes especially the pasta is very tasteful. Service very friendly and courteous. A place to be if you like Italian food outside Italy.,5.0,Reviewed 20 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"twtravel999Petaling Jaya, Malaysia",Lives up to its reputation,"The atmosphere was as you would expect from a prestigious hotel like Hilton DoubleTree and the meal fills your tummy as well as it quenches your desire for good food. The service was top notch, and it leaves you wanting more. It was a pleasant stay there, albeit for a corporate event. I happily look forward to my next stay there, hopefully sponsored again :)Show less",5.0,Reviewed 11 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"drnazlee79Johor, Malaysia",Beyond expectations for the Tomahawk!!!,We came with a modest expectations and what we got from Tosca totally blew out tastebud. Perfectly cooked steak and it melted with total sweetness in our mouth and creaminess of the best steak we ever ate. Definitely will come again really really soon. Show less,5.0,Reviewed 7 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
SasidaranS2,Review ,"Recently indulged in their cod fish and I have to say that it was the best cod fish I've ever had!! To top it off, their service was beyond my expectations. I was under the assumption that tosca served buffet but it's all ala carte which made it even better for me. I'll absolutely make another visit !Show less",5.0,Reviewed 6 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
"Ong SSingapore, Singapore",Amazing outdoor restaurant,Staff are friendly and professional The food are amazing good The ambient was cosy cooling and comfortable Show less,5.0,Reviewed 4 August 2017 ,Tosca Trattoria Italiana at DoubleTree by Hilton Johor Bahru
