Author,Title,Review,Rating,Dates,Restaurant
"lilililieatKuala Lumpur, Malaysia",Little Surprise Birthday Dinner,"A very warm and pleasant birthday dinner arranged by my boyfriend. He booked for a private room for 4 pax yet the room quite big with low light ermm that’s struggled to snap good photo....anyway, they served fresh foods with attentive service - we were well taken care of by Marisa in the room. Appreciated small touch from them like birthday song sung by the crew with guitar... overall I satisfiedShow less",5,Reviewed 18 August 2019 ,Ishin Japanese Dining
"JACKC3791Kuala Lumpur, Malaysia",Lunch ,Today dropped by for lunch and delight to found there is an introduction of the Maguro that is Tuna belly of different parts. A bit pricy but the taste and texture is good. You can also choose the lunch or dinner set from the menu. I also ordered the Tepanyaki dinner set. Well prepared too. Show less,4,Reviewed 9 August 2019 ,Ishin Japanese Dining
CWTeoh109,Good ambience Japanese restaurant,"Went there with my colleagues for lunch. Ordered their set lunch, very reasonably price for the quality. Will definitely go again withbmy family for their ala carte",5,Reviewed 3 July 2019 ,Ishin Japanese Dining
Stevenleong123,Excellent salmon,Their salmon and sashimi is one of the best. I have tried few restaurants but this one stands out the most. I love the food.,5,Reviewed 3 June 2019 ,Ishin Japanese Dining
travel_freakJC,Fresh sashimi but pricy,"This is probably the best place for shusi/sashimi around Old Klang Road, price like 5-star hotel. But really good attentive service. Wish they could reduce their prices.",5,Reviewed 29 May 2019 ,Ishin Japanese Dining
HIK_HOCK,Fresh Sashimi,"Tried the scallops sashimi and sea urchin. Was very fresh. Reasonable price for the quality of food. Good ambience, friendly staffs. Would come back again.",4,Reviewed 25 May 2019 ,Ishin Japanese Dining
siobhaindoyle,Japanese dinner ,I went here with my daughter and the Japanese food was really good. Salmon was fresh and the gyoza dumplings were tasty. I would recommend getting a reservation before coming and request to have it on the ground floor,4,Reviewed 5 May 2019 ,Ishin Japanese Dining
roryjdoyle,Japanese,Very good quality and value Japanese food located in a small two storey restaurant off Jalan Klang Lama. Valet parking outside is free. Reservations for dining recommended. Ask for a table on the ground floor.,4,Reviewed 28 April 2019 ,Ishin Japanese Dining
DesmondLiew,Desmond Liew,"Tucked strategically in the bustling city centre, it offers great cosy ambience and excellent service to people who appreciate high quality Japanese cuisine. highly recommended",5,Reviewed 13 March 2019 ,Ishin Japanese Dining
Cagen T,Satisfied,Very fresh sashimi. The soft shell carb maki is just fine because I would prefer less sticky rice. Just personal preference :),5,Reviewed 19 January 2019 ,Ishin Japanese Dining
"JamalH310Bali, Indonesia",An amazing dining experience,We were a party of 5 persons. Food was amazing and the service was better than a fine dining restaurant. Some examples: waiter were always nearby and attentive / order taker advised us that the salad portions were large and sharing was recommended / cutlery and etc were changed accordingly / service was super fast for any additional orders. The bill for 5 persons with green tea (no alcohol) was RM550.00 (very reasonable). We had salads and sushi rolls as starters / dinner set Bento as main course (awesome) / green tea ice cream deserts. Overall a 11/10. Jamal HussainShow less,5,Reviewed 18 January 2019 ,Ishin Japanese Dining
julian l,Value for money,"Decent Japanese cuisine, good sushi and sashimi but not top notch. There are better sushi establishments in KL but not in this price range. Value-wise I give Ishin 5 stars, but the fish taste and preparation only gets 3 stars. 
Overall 3.5 stars.",3,Reviewed 12 January 2019 ,Ishin Japanese Dining
"aliyongCheras, Malaysia",Friendly Staffs and great Wagyu beef,"It looks like a family dining place and great for a simple get-together with friends. Valet parking is free. Price is acceptable for the environment. Had a birthday dine and they sang a song for the birthday girl. :) the staffs are friendly and always attended to us to ensure all’s good. last but not least, Wagyu beef is top of the notch with it melting in your mouth! Show less",5,Reviewed 20 November 2018 ,Ishin Japanese Dining
"linawhbDubai, United Arab Emirates",Fresh!,"The food was fresh and the restaurant was quiet and relaxing to dine in. Food was fresh and delicious. The only thing is the appetizer arrived last. Definitely will visit again and again. For those who love nobu, this place is just as good-food wise. But just in a different setting.Show less",4,Reviewed 18 November 2018 ,Ishin Japanese Dining
Passport20765335664,Services very good,"Good services, friendly staffs. Event can be held here, the staffs are willing to assist you. Nice environment.",5,Reviewed 11 November 2018 ,Ishin Japanese Dining
Corrado_foodpasha,Outstanding!!!!,"Outstanding experience. Nice setting, superb service including the menu on ipad. very creative menu, large assortment of japanese cuisine (but not too many varieties of sushi). Beer is served in iced mugs",5,Reviewed 11 November 2018 ,Ishin Japanese Dining
Passenger03114099292,Excellent food,"The restaurant serves excellent food. The sashimi is thick and fresh. We ordered the set meal and the portion was huge. And I got my birthday surprises. We really enjoyed our food, and surely would like to visit again during other occasion. Keep up the good food!Show less",5,Reviewed 5 November 2018 ,Ishin Japanese Dining
alyakhoo,One of my favourite japanese restaurants in kl,"Love their unique appetizer!
Excellent services.
Good varieties of sake especially if u prefer warm sake.",5,Reviewed 16 October 2018 ,Ishin Japanese Dining
FoodieLittle,Excellent food n Tip Top Service,Food is scrumptiously served and delicious for a dinner course set. Worth the value money spend to dine here. Service of all the staffs is very attentive and excellent. Will definitely patronize this restaurant and recommend to everyone.,5,Reviewed 16 October 2018 ,Ishin Japanese Dining
WadeGuidry,Lunch,First off siting near the toilets has a slight wet smell not so nice when having a meal. Over all the food was good service was good as well. Would I return yes but sit at a different place for sure .,3,Reviewed 10 October 2018 ,Ishin Japanese Dining
MayA1799,Excellent food and service,"Excellent food, excellent service, reasonable price charged, wide variety of choices, will define visit again!",5,Reviewed 22 September 2018 ,Ishin Japanese Dining
kcwc888,Excellent Portion with Tip Top Service,Food and service was consistent throughout the dining experience. Prices corresponded with the quality served. The only lack was the jocky service outside.,5,Reviewed 17 September 2018 ,Ishin Japanese Dining
Weng Fei L,Nice japanese dining experience ,"High tech tablet menu show the photo.
Food are Big portions. Love the ice cream and jelly dessert.  Environment is so clam and relax.  Is a great experience for me and family.",5,Reviewed 2 June 2018 ,Ishin Japanese Dining
"lows925Singapore, Singapore",Awesome Japanese foods! ,"I Google search for foods and ishin is one in the list! So we decided to have a try since we are going to have a birthday dinner! There are lots of variety of foods! And you really do not know what to order, because every foods looks so nice and you will wanted to try!The raindrop cake is nice and special while mixed with the sauce! Sushi are awesome! Main course is indescribable! Please head down and have a try. I guaranteed that you won’t regret and is worth every single cents! Will definitely be back again! Show less",5,Reviewed 1 May 2018 ,Ishin Japanese Dining
"p3t3eeKuala Lumpur, Malaysia",Cheerful ,Attractive pricing at fairly good quality. It’s not for the discerning sashimi diner but it’ll do! The emphasis seems to be lashings of food in each serving to satiate a hungry customer . In that Ishiguro succeeds very well Show less,4,Reviewed 29 April 2018 ,Ishin Japanese Dining
"EmileenGMinneapolis, Minnesota",Great food and service ,"We love Ishin since it opened. The food is great as well as the service. We just finished our dinner today and we had Teppanyaki Seafood Dining Set, Spider Roll, Unagi Avocado, Ishin Bento Set, Torikatsu don and son on... The manager Mr Merdi and Ms Marissa Service were excellent. Very friendly, patient and polite that always make sure we are well served. Thank you so much to the Chef and hopefully Ishin will continuously keep it up. Show less",5,Reviewed 22 April 2018 ,Ishin Japanese Dining
Stephanie_kikyo,Love the food ,"When i eat the sushi, i was so surprise, the sushi is so fresh so good, and i also have a lunch set, the lunch is delicious. Lovely.
And they have a good services.",5,Reviewed 19 April 2018 ,Ishin Japanese Dining
setiawankangean,Fresh,"Extremely fresh sashimi, nice ambience. Wagyu on teppanyaki was extremely special, we asked to cook it ourselves on the table and they brought a stove over.",5,Reviewed 16 April 2018 ,Ishin Japanese Dining
778tans,1st time sashimi ,"My 1st time experience taking sashimi, the salmon, tuna r very fresh. We have a wonderful dinner as my wife celebrate her birthday, thanks to the staffs for singing the birthday song, good experience n very friendly staffs. Thank you very much, we really enjoy the food.Show less",5,Reviewed 30 March 2018 ,Ishin Japanese Dining
"ThomasFromEarthKuala Lumpur, Malaysia",Still good,"While it seems the overall quality here isn't as amazing as it once was, we still enjoyed our food very much. The cooks here know what they're doing and so do the waiters. The overall atmosphere here is usually nice and relaxed with nobody shouting or so. It's good for friends and family but also a good option for business lunch or dinners. They have valet parking aswell.Show less",4,Reviewed 22 March 2018 ,Ishin Japanese Dining
EU C,Pleasant Dining Experience,"I like the thoughtful customer service offered by the staff......food was delicious.....the venue was good.....the unique display of birthday cake for a birthday celebration was fantastic.
Overall, very happy with the food and service.",4,Reviewed 17 March 2018 ,Ishin Japanese Dining
571maurizioa,Sushi,"Very high quality food. Super fresh, good service, wonderful taste. Really yummy. Same quality of 5 star hotel Japanese restaurant at reasonable price.  
Always enjoy this place when in KL.",5,Reviewed 17 March 2018 ,Ishin Japanese Dining
IYY4,Nice place,"It’s a very nice place with good foods and great service.
Celebrating my birthday here... they give surprise ! Singing birthday song with guitar !!! Thanks guys!",5,Reviewed 16 November 2017 ,Ishin Japanese Dining
aaront569,Nice japanese food,Nice place with nice people. Very good food. I really enjoyed walking here to have dinner. I would walk here again.,5,Reviewed 3 November 2017 ,Ishin Japanese Dining
"AllenJesterAyer Keroh, Malaysia",Awesome birthday celebration,"Really enjoy my lovely babe s birthday celebration, I would recommend their seafood dishes. It s really fresh and awesome taste. We Have been so much of japanese restaurant. I would highly recommend for those who love quiet and good taste Japanese food here. We would visit here again! Thumbs up for the service captain too!Show less",5,Reviewed 1 November 2017 ,Ishin Japanese Dining
peilingng,Special request from customer is presented surprisingly,"Our food ordered was served good, and atmosphere was relaxing and nice, surprisingly our special request to the restaurant was presented and the birthday cake is really nice tiramisu cake. Definitely will come back for next gathering or event.",5,Reviewed 13 October 2017 ,Ishin Japanese Dining
309pesadillaa,Pesadilla Argentina,Very good japanese Restaurant in Kuala Lumpur. The Shashimi excellent. The Sushi not as much. The service very good. Salad I think it was complementary very good.  The wine list poor. Excellent the Whisky selection. Its worth a visit for the Shashimi and Whisky.,4,Reviewed 7 October 2017 ,Ishin Japanese Dining
syamilmsc,A worthy find...,"Came here with my business colleagues. Our 1st time. A little place just beside the main road, careful as you can miss it. Well all I can say is, the food is superb and fresh. The staffs are attentive as well. Truly a Japanese dining experience. Show less",5,Reviewed 5 October 2017 ,Ishin Japanese Dining
ninaa370,Exotic experience,"We had to grab a taxi for this restaurant, and I would ride the double distance because this was really worth the time used. I asked for the waiters recommendations and he was very helpful. The dishes was all very fresh, heavenly tasty and very Well presented. Just take a look at the pictures.I would say we both know how fresh fish should taste, because we are from northern part of Norway and eat fish a lot. And Ishin deliver top quality fish, and service Thank you Show less",5,Reviewed 1 October 2017 ,Ishin Japanese Dining
tillerman sMalaysia,"Good Service, good food and surprise complimentary birthday ice cream with singing","Arrive with free jockey parking so worries free. Polite services, good arrive quickly without any much waiting time and you need not to ask for green tea refill as frequently the waiters and waitresses will keep serving. Food come in great taste and a must to try Ishinkaya Unagi Don. Felt surprise when the complimentary ice cream well prepare with decorated led light, waiters and waitresses can play the guitar well walking out from kitchen to my table and sing well. Surely will come backShow less",5,Reviewed 27 September 2017 ,Ishin Japanese Dining
"BangsarExpat6Kuala Lumpur, Malaysia",Fantastic meal ,"We visited Ishin Japanese Dining for family birthday celebration and were not disappointed.Easy parking, attentiveness of staff, iPad menus where you can see realistic pictures of the food, innovative menu and excellent taste.This is a top class Japanese restaurant in the suburbs of KL.Show less",5,Reviewed 26 August 2017 ,Ishin Japanese Dining
894kennyn,Beautiful,"Nice ambience, beautifully crafted cuts, authentic Japanese at its best. No wonder they are ranked not in Kuala Lumpur. Definitely worth a visit, especially for their fine cut sashimi!",5,Reviewed 17 August 2017 ,Ishin Japanese Dining
LindyL149,Ishin Japanese restaurant ,Love the sesame ice cream. It was delicious. I like the service here the staff is very friendly and attentive,4,Reviewed 10 May 2017 ,Ishin Japanese Dining
"ngchnchongKuala Lumpur, Malaysia",Excellent birthday celebration,"Food, services, environment - all well done! The dinner course was really huge in portion including the sashimi. It was really fresh and taste superb! One of the best Japanese restaurant I will revisit again. The staff there were playing guitar and singing birthday song to me - thank you very much, indeed it is really nothing else can be complained.Show less",5,Reviewed 1 May 2017 ,Ishin Japanese Dining
"cgw99Kuala Lumpur, Malaysia",Only average,Ok if you are not too fussy about your Japanese food. Better than some of the chain restaurants but really nothing special and not worth the trip to Old Klang RoadShow less,1,Reviewed 29 April 2017 ,Ishin Japanese Dining
"yonghtKuala Lumpur, Malaysia",Good Japanese Food with good friendly service,"This was our first time visiting Ishin after patronising other good Japanese Restaurant like Ten, Hinata and Oribe. We took the Special Chef Sashimi which was good especially the Hokkaido Uni although not the best that we have tasted. The Unagi rice was delicious that came with a stock which can be poured and mixed with your rice. However, our Yellow Tail fish head was slightly burnt making the flesh a bit drier than we would like it to be. The baked cheese scallops is reasonably good for those who like cheese. The chawanmushi was silky smooth. The Sakura ice cream was creamy and a good end to a good meal. Dinner sets seemed to be much more reasonably priced than the ala carte menu but that is the norm for special dishes in other Japanese restaurant as well.Show less",4,Reviewed 23 April 2017 ,Ishin Japanese Dining
"AlexjoeyBaar, Switzerland",Excellent little place in Old Klang Road,"Our friend recommended this place for some fresh Japanese food so we came here to try out. There was valet parking so it helped as the street was quite tight. We ordered the cold soba set and udon soup set. Now they have a promotion - buy 2 set free 1 set so we had a sashimi set. The sashimi was very fresh, soba was very good although a bit small portion. Overall, highly recommended if you crave for good authentic Japanese food in KL.Show less",5,Reviewed 16 April 2017 ,Ishin Japanese Dining
Lam K,Good service,"Celebrated my birthday over at Ishin they even had their waitress play guitar and sang birthday song! Regular customer over there and no complaints with the food. However, the wifi doesn't really work.",5,Reviewed 9 April 2017 ,Ishin Japanese Dining
"I8838OFannasJohor Bahru, Malaysia","Great quality, great value. ",I came with a friend for lunch one day and was very impressed. The food is great quality and while the it isn't the cheapest place the buy 2 get 1 free deal for lunch sets makes it quite good value. My friend had the sashimi set and it came with thick chunks of fish. I had the ten zaru sobs set and we shared a sashimi set. I'll definitely be back for lunch. Show less,5,Reviewed 29 March 2017 ,Ishin Japanese Dining
davidkhoo3877,love everything there,"nice service, nice ambience, and the most important is they serve nice food. Love everything there. Love the raindrop cake. Everything is perfect!",5,Reviewed 23 March 2017 ,Ishin Japanese Dining
94michellen,Value for money and great quality,"Was here for dinner - great variety on the menu, and very very fresh food. There were some interesting options as well.",5,Reviewed 21 March 2017 ,Ishin Japanese Dining
"EugeneK241Kuala Lumpur, Malaysia",Ichiban!,"Highly recommended for some serious Japanese dining experience 20 mins off from the main city center. Both my girlfriend and I enjoyed our Ishin Bento Set (Dinner menu). The freshness and quality of food was beyond our expectations. Staffs were friendly and attentive, but parking can be quite limited. Suggest to be there slightly before opening time.Show less",5,Reviewed 14 March 2017 ,Ishin Japanese Dining
juneLew777,New Year's Eve dinner ,"Excellent and fresh sashimi. 
Food and service is good. The Maki roll is really good. Beef tataki melts in your mouth. Would certainly recommend this Japanese restaurant if you are looking for fresh produce and good food.",5,Reviewed 31 December 2016 ,Ishin Japanese Dining
charlize59,nice Jap food and ambience,This restaurant is tastefully designed from a bungalow.  Food is good and service too. Sashimi is free and their lunch and dinner sets are good too.  Love their unagi roll and toro soup.  Salads and temaki are good too.,4,Reviewed 28 December 2016 ,Ishin Japanese Dining
"tommyfangSingapore, Singapore",Good food friendly service ,Had a wonderful time here at Ishin . The staff are all very friendly and willing to help . Much better than expected. Sashimi is fresh and uni is perfect . The 3 eggs chawamushi is a must try . The tempura is well battered . Well done Show less,5,Reviewed 27 December 2016 ,Ishin Japanese Dining
"S Kheong FPetaling Jaya, Malaysia",Review,"I am currently at Ishin Japanese Dining and we had a delicious dinner consisting of sashimi, teppanyaki, rice, miso soup, local fruits and green tea. The portion size was good although slightly pricey. There was a bright and friendly ambience with decorations on the walls reminding me Japan such as the pink cherry blossoms, Mt. Fuji and various others. I like the fact that we could see the chef cooking and slicing in front of us proving the freshness of the food served.The place is well conditioned and overall it was a great dining experience. Service was good and the restaurant could sit a large group. Show less",4,Reviewed 26 December 2016 ,Ishin Japanese Dining
juliana g,"Small Cozy Outlet, Food met expectations","Its is housed in a semi D bungalow. Parking is easy. The food was within expectations, but no 'wow' factor to it. Make reservations.",4,Reviewed 21 December 2016 ,Ishin Japanese Dining
"eclipse21stPetaling Jaya, Malaysia",Simply excellent,"When having sushi, it's freshness and grade would be of highest priority and Ishin Japanese Dining truly did not disappoint! I have a habit of coating my sushi with a thick layer of wasabi mixed sauce, however that wasn't the case when I had my sushi here. The food were already really good on its own that added sauce wasn't necessary. Highly recommendedShow less",5,Reviewed 18 December 2016 ,Ishin Japanese Dining
Kiteleong,Teppanyaki sauce is oily and tasteless...,"The seafood teppanyaki set is totally disappointed.. anyway the presentation is good, the taste have long-way to improve",1,Reviewed 16 December 2016 ,Ishin Japanese Dining
"Lettecia87Kuala Lumpur, Malaysia",A pleasant celebration,"We had recently frequent Ishin for a birthday celebration, mainly, we choose the place as we are big fans to the Japanese cuisine. Truly, Ishin did not disappoint. Food was really fresh and they have rare offering of Sea Urchin and others, portion was just great to satisfied our craving. Not only the shashimi, the cooked food was equivalently good too, we had yummy dishes of teppanyaki and baked cheese oyster, yum!Ambiance was not too bad too, it is comfortable and slightly romantic with tea candles presence on every table. Staff service is good, they are attentive, friendly and helpful. I personally thinks the price is alright for the quality that was offered.Overall, it was a good date. We had a really good evening. PS. Do make reservation as they are always packed in the evening.Show less",4,Reviewed 28 November 2016 ,Ishin Japanese Dining
sumnic,"Good service , good food","Very nice & big potion for japanese meals, important is.... Taste very very very yummy !! Actually i visit this restaurant to celebrate birthday with colleague, we so suprise when all waitress is singing the birthday song & some body carry guitar (playing the song for birthday) , and my colleague was so happy and unforgettable ~~Good service !! Yummy Food!!Show less",5,Reviewed 15 November 2016 ,Ishin Japanese Dining
bgck,"Good service, good food","Very good and polite service from waitress, recommended is very fresh and delicious sashimi set. Highly recommended sashimi set. We went there a couple, perhaps should have picked a more quiet corner for conversation.price is reasonable for such high quality Japanese foods.",4,Reviewed 7 November 2016 ,Ishin Japanese Dining
Jiayee Y,Waiter cleared my plates before I finish my food,"The food here was overrated, the ambiance in this restaurant is good but the services can be improved as the waiter did not understand what I say and they did not ask us before they cleared our plates.Show less",2,Reviewed 29 September 2016 ,Ishin Japanese Dining
KentTai,Birthday celebration with my lovely wife,"Excellent food, excellent service! Is a good place to enjoy food. Good environment with free jockey service .",5,Reviewed 28 September 2016 ,Ishin Japanese Dining
Choi Y,Overated,"I was visiting this restaurant with high expectation. However was very much disappointed with the food quality based on the price and reviews given.Food tasted moderate. Service was moderate too as most staff are immigrants from neighboring countries hence communication is moderated but communicable. But given the recommendations as Japanese fine dining, i guess I m expecting more. I ordered a sukiyaki. The beef served was fresh but not top quality as claimed. Half way through the meal, to my horror I found myself chewing through a cooked plastic piece hiding in between the vegetable fished out from the sukiyaki.As I was highlighting the issue to the staff who as confused as I am, resulting a feeling of ""should i complete my meal to satisfy my craving"" or ""should i pay and leave""After 10 mins,the staff told me that chef explanation is the plastic is from the beef wrapper and that I don't have to pay for my meal. I thank him for the explanation but end of the day is not that we don't have to pay. Is that you acknowledge the mistake made. Feeling confused I just left abruptly. No one bother to apologies. I guess Sakae sushi or Sukiya would have given better service.Show less",2,Reviewed 23 September 2016 ,Ishin Japanese Dining
Catherine C,Wonderful dining experience,The kaiseki set was creative & taste really good! Service was attentive and polite. We enjoyed it very much!,5,Reviewed 18 September 2016 ,Ishin Japanese Dining
"sakthinKuala Lumpur, Malaysia",A good place for fresh japanese food,"The seafood was fresh, the presentation of the food was neat and nice. A gentlemen in the restaurant was kind enough to explain on the food and drinks and even informed us when we ordered too much. The waiting staff were very attentive and the price was reasonable. If you are ordering the bento set which is quite a large portion, side dishes are not necessary.Show less",4,Reviewed 13 September 2016 ,Ishin Japanese Dining
plisney,Enjoyable,A most enjoyable find. Good quality Japanese food but I would not refer to it as $$ as trip Advisor did. More like $$$. Alcohol over-priced so sinners suffer.,5,Reviewed 11 September 2016 ,Ishin Japanese Dining
"BenMoraisPetaling Jaya, Malaysia",An exceptional Japanese restaurant,"My party of seven visited this restaurant for lunch recently. The place was fairly crowded but we were given a table after a wait for five minutes.We ordered a number of sushi dishes, some being quite unusual and exotic. We also ordered chawan mushi, two portions of seafood fried rice for the children in the group and some warm Japanese tea.The sushi dishes were delicious, especially the one with sea urchins.The service staff were good at their job as well as being alert. When a child spilled a drink, before we could say anything, a wait staff was on hand to mop up the liquid and clean the table. And that too with a smile on her face. Our tea cups too were regularly topped up.Show less",4,Reviewed 28 August 2016 ,Ishin Japanese Dining
"choywanCheras, Malaysia",Reasonable price with food & environment ,"I made a reservation for my hubby's birthday celebration (knowing that it's always pack during weekend). Considerate service with cozy environment, seating is rather crowd though compare with other Japanese restaurant. Food is tasty with reasonable price. We like the fresh and delicious Unagi the most. ( the knife for otoro might be not sharp enough? Not sure) Would definitely pay another visit again. Show less",4,Reviewed 21 August 2016 ,Ishin Japanese Dining
DecO18,FOOD IS GOOD.,Need early reservation for dinner. If do not make any reservation do have dinner as early as you can. Staff working here is quite friendly.,4,Reviewed 17 August 2016 ,Ishin Japanese Dining
juliat39,Food food,Set lunch offer: 2 sets with 1 free. Good value. Food with good quality. Pleasant environment and excellent service. Would recommend.,5,Reviewed 15 August 2016 ,Ishin Japanese Dining
"CrystalismKuala Lumpur, Malaysia",Good quality Japanese food for a reasonable price!,"Good quality Jap food for a reasonable price!!! I never expected their quality to be that good considering the average pricing but everything we had ordered were great. Except for the beef which wasn't so good in quality so they took it back and removed from the bill. It's not fine dine standards but it's good for special occasions. Would recommend if you're looking for affordable Jap food. Service is pretty slow so better don't make too many plans for the night. Also, it is a must to make a reservation otherwise the waiting queue is very long.Parking is limited but there's a valet. We took a cab there anyhow. Show less",5,Reviewed 1 July 2016 ,Ishin Japanese Dining
"21meiwKuala Lumpur, Malaysia",Japanese fine dining at the suburbs ,"This is my first visit to this Japanese restaurant and was looking forward to it after seeing the online rave reviews. Strange considering that I lived in homes situated along Old Klang Road for most of my childhood until early adulthood, I've never been to IshinLet's start with good stuff :-Excellent presentation especially for the kaiseki which can rival the top restaurants in the city. The igloo that housed the sashimi was a nice touch. The kids loved itFreshness - which is arguably the key to Japanese food was great . In particular the sashimi Kampachi was fantastic (although no toro or even maguro was included in the sashimi course, a little disappointed ) Price - although not cheap but will not empty your wallet . For the quality , it was deemed reasonable Bad stuffCleanliness - the exterior and the front part of the dining area was impressive but however as we were given a private room, we have to go behind and up a narrow staircase near the kitchen. The area around the staircase was untidy and dirty . The management should try to keep the area cleaner and a fresh coat of paint or wallpaper won't hurt either .Cooking - the quality of the cooking was uneven With the sashimi, tempura and agemono being handled with good skills. The yakimono was unacceptable , fried rice was tasteless , the teppanyaki beef not seasoned and tough and the grilled fish also not up to usual standard.On the whole, the experience was not unpleasant as service was good and price was not exorbitant but to claim to be a fine dining restaurant , I think all various sections of the kitchen should be of equal levels and not subject the patrons to possible hits and misses depending on what dishes they ordered Show less",3,Reviewed 29 June 2016 ,Ishin Japanese Dining
"ymt888Petaling Jaya, Malaysia",Nice lunch,"Had lunch here with a friend. The two of us ordered the sashimi platter which consisted on uni, fresh prawns, salmon belly, tuna, scallop. I love sashimi but was horrified to bite into a small portion of unfresh uni! This really needs improvement as freshness is absolutely the testament of a good Japanese restaurant.Also ordered my favorite tempura sweet potato. Love it as I love sweet potato. The baked oyster which we had was a disappointment though. Finale is the raindrop cake which is my first try and we both love that.Show less",3,Reviewed 27 June 2016 ,Ishin Japanese Dining
Chaw K,Japanese Dining at its Best,Michelin-licious!!! As good as you can get in Malaysia ...Ho chiak. Staff is attentive..I dropped my spoon and pick it up and left it... but the staff very quickly replaced it without my request...Love it!!!,5,Reviewed 25 June 2016 ,Ishin Japanese Dining
Cyndi L,Super delicious,"Came here with my old friends, the envirolment is cosy, the food is fresh and super delicious. The chef recommended sashimi is a must try item. A+++",5,Reviewed 24 June 2016 ,Ishin Japanese Dining
Iris C,Best Japanese restaurant ,"Being to many Japanese restaurants, so far this is the best. The sashimi is so fresh, as if I am eating in Japan. The waiters are friendly, especially the manager Mr Shon. Will definitely recommend my friends to come.",5,Reviewed 24 June 2016 ,Ishin Japanese Dining
simmonong,Fresh seafood n sashimi,Love the freshness of the food. Lives up its status as the best around KL. good ambience n friendly staff offering good service.,5,Reviewed 22 June 2016 ,Ishin Japanese Dining
Vin L,fresh sashimi and oyster,We have a wonderful dining experience. the food is fresh though it is a Wednesday. The place was packed. The oysters were fresh and huge! Love the sashimi and tempura.,5,Reviewed 22 June 2016 ,Ishin Japanese Dining
Cristy E,Authentic Japanese Cuisine! 👍,Amazing food! Freshest sashimi I ever had! Thick slices of different kinds high quality fish in a ice bowl that melts in your mouth. Very accommodating staff and very nice themed ambiance. Worth every penny spent. 100% satisfied.,5,Reviewed 16 June 2016 ,Ishin Japanese Dining
"DavidChewYuLinKuala Lumpur, Malaysia",Good Japanese fare,"Went there for a birthday dinner.Parking is a bit of an issue there, but they have a car-jockey that takes care of parking your car for you.The restaurant is nicely decorated and features a second floor, which I didn't go to since there was seating on the ground floor.Food was very good and of very high quality. I must recommend the omakase menu, whereby the chef whips out either 5 or 7 courses for you. Another must-try here is the grilled tuna jaw!Prices are a bit higher than other Japanese restaurants, but it's worth the treat!Show less",4,Reviewed 11 June 2016 ,Ishin Japanese Dining
Shima H,Fresh! and delicious,I don't normally order the unagi .. but damn that was so good! order the fresh wasabi instead of the normal one.,4,Reviewed 25 April 2016 ,Ishin Japanese Dining
limqingwei1993,Great place,"Good atmosphere and ambience, serving amazing food as well. Photographic images of the wide range of menu providing excellent idea of the food served. Friendly and attentive staff. Convenience of parking space and taxi services available via the staff as well",5,Reviewed 23 April 2016 ,Ishin Japanese Dining
Ling F,Happy Dinner with friends,"Feel happy dinner here, Very good service, good location, food  also yummy,green tea ,udon mee , kimcji soup and ice cream😘😘😘",5,Reviewed 22 April 2016 ,Ishin Japanese Dining
Gillian T,Nice Japanese food & Good Service,"1st time here, like the food very much!
Somemore got special offer buy 2 free 1 for dinner set☺
I will come again!",5,Reviewed 19 April 2016 ,Ishin Japanese Dining
JacquelineL2526,Hidden Gems in the neighbourhood!,"Fresh and good quality sashimi, pleasant staff and wonderful service. 
Quality Japanese food with Nice dining ambience and probably the best in old klang road!
Will definitely come again !",4,Reviewed 18 April 2016 ,Ishin Japanese Dining
"VivianeTongMuar, Malaysia",Overprice with So So Dining Experience,Food is just ok. Not too impressive and not really matched with the ranking #8.Overprice oyster @68/pcs which i could have gotten half dozen @ plenty of fine dining restaurant at Bangsar and really fresh too. Salmon belly sashimi is quite tasteless.Overall got quite disappointed when we went all the way to try it out. Show less,2,Reviewed 17 April 2016 ,Ishin Japanese Dining
Jason T,Good Service and Quality,Nice ambient and good service. Food is good too...Location is easy to spot and parking is easy. Will visit again definitely.,5,Reviewed 16 April 2016 ,Ishin Japanese Dining
Ernest W,Good Service,"First time here, food were a little slow but overall great atmosphere, excellent service. A small, almost hidden and quiet restaurant, great place to talk, for first date and etc.",4,Reviewed 15 April 2016 ,Ishin Japanese Dining
VeroniqueChuah,Good food,"Ordered the buy 2 free 1 set lunch. Good dining environment. Food is fresh and tasty.
Will definitely visit again.",4,Reviewed 15 April 2016 ,Ishin Japanese Dining
AiLingLow,Great food with good ambience,Fresh sashimi with reasonable price. Good environment and the staffs are attentive. Free parking services. Enjoy the set lunch very much.,4,Reviewed 15 April 2016 ,Ishin Japanese Dining
missalexial,Good ,"Good dining environment. Fresh food with reasonable price, specially the sashimi and sea urchin. Definitely will visit again.",5,Reviewed 14 April 2016 ,Ishin Japanese Dining
Lum Y,Good foood,Delicious dinner and good dining place with family.  Goood variety of foods and good service. Will come again.,4,Reviewed 12 April 2016 ,Ishin Japanese Dining
Angie C,Will come again ,"Great food, nice environment and really good service.  Sashimi very fresh. They are doing promotion for set dinner, buy 2 free 1.",5,Reviewed 12 April 2016 ,Ishin Japanese Dining
jayonholidays,Good dining experience and good food,"Good foood, ambience and good services. In addition, the restaurant is having a buy 2 free 1 for their lunch and dinner sets frm Mon to Thurs in this April.",4,Reviewed 12 April 2016 ,Ishin Japanese Dining
