Author,Review,Rating,Restaurant,Location
Mijan Hamzah,"Reasonable price for authentic Arabic cuisine in Shah Alam. The food taste is wonderful (for my taste... lol) Quite crowded during lunch on weekend and dinner. If want to dine in group, be sure to make a proper reservation to avoid disappointment.","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ong Tee Gee,Good food and friendly service,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Umair Mannan,Amazing Yamini cuisine dishes are there. Quality and Quantity 10 out 10..Enjoy their dishes in economical price.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Zhen Yin ooi,Love the Mandy chicken with rice.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Serene See,Very nice and delicious foods. Quality of the food is nice. Love the mango lassy. The lamb is superb and soft.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
YC K,Very tasty food and good service. Best restaurant in town. Recommended 👍👍,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Nida,"Great food at reasonable prices. Good services. You can call to order prior to pick up or dine in. Like the Lamb Mandi, chicken Mandi and mango lasi.","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Muthoni Laibuta,"Got food delivered home...as a first meal from them and I was pleasantly surprised: great taste, savoury, tasty, spiced just right, aromatic and generous portions.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
amirah razali,"Honestly one of the best arab restaurant for ive been to. The service, the foods is so good. Highly recommended!","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Muhammad M.T.,One of the best place to taste authentic Yemeni cuisine in Klang Valley. Been there with my Yemeni friend and he said it was the best Yemeni foods he had so far in Malaysia.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Norli Anida,My favourite nasi arab! Staffs were such a gentleman and always smiling. It was raining and they usher me to the car and carried all my take aways. Mandy rice at its best! And this huge bread (i think the name is malawar or something like that) haha.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Riz Ainuddin,"MashaAllah. Superb Yemeni food here. Fahsa and the Mulawah bread is a great pair. If you’re eating for two order the small portion. Even that big for 4 to eat as appetiser.We also had 1/2 kg of rice and mixed grill. We recommend mixing the rice. Mendi, kabsah, etc. Pair your food with a pot of Arabic tea. Have it slighty sweet.Parking can be hassle during lunch time during weekdays. Park abit further because after your meal you should be walking to ease that digestion after a big meal. lol.I would come again definitely. Highly recommended. Alhamdulillah.MashaAllah. Superb Yemeni food here. Fahsa and the Mulawah bread is a great pair. If you’re eating for two order the small portion. Even that big for 4 to eat as appetiser. …More","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
JonHafiz Omar,"Had Madghout Chicken n Mendi Chicken eice, superb base on my taste.., my sister had lamb apa ntah lupa tak silap Haneeth n ..., She says its yummy gud.., try it for urself.., heheh..","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Jasmine Saw,Delicious middle Arabic and Yemeni food at  affordable prices. Can get really packed during dining hours. Highly recommend the lamb Fahsa with the Melawah bread.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Monir Azzouzi,"One of the best Arab food I've tried here in Malaysia. The meat is tender, bread is great and service is good.Try the mango lassi. Best in town!","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ahmer Khan,"Love the food here.Friendly environmentQuality of food is top notch.We love the rice, the mixed grill, and the bread with fashah is too good.Thumps up!Love the food here.Friendly environmentQuality of food is top notch. …More","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Hudasyahirah Zahlanni,fave all the time . sedap,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Muhamad Sufian,"An authentic experience for Arabic food. Many options to choose from, familiar to those who frequents to Arabic restaurants in any Arabic countries.Foods are fresh and juices are refreshing.An authentic experience for Arabic food. Many options to choose from, familiar to those who frequents to Arabic restaurants in any Arabic countries. …More","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sarifuddin Mohamad Isa,"The food is absolutely amazing, everything we tasted same as we dine in eventhough we order for delivery. Fantastic as always!!","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Frank Liew,Great customer service even though it's via delivery. Great food too. Love their lamb mandy rice. Order from their website for delivery.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Izmaray Arsala,"Great quality food. Great atmosphere. Clean. No disturbance by music. Good family place. Lots of space, so you  can sit where you like. اللهم بارك","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Wasim Islam,Best Arabic food in Malaysia. Yemeni to be specific. Every item on the menus is exquisite. I'm very impressed and I highly recommend this place.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
azure garage,Aside from fantastic Arabic cuisine. the crew show me another level of hospitality that beyond my expectation. While Im eating my mandy lamb enforcement officer (MBSA) came to issue parking ticket but the crew saw and give me free coupon to put on my car. This is what i call value added services. Shukran jazeelan guys,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
sulik suleiman mdsalleh,"For middle eastern food fan, same row along 'Mohd Chan' Chinese Muslim Restaurant and 'Kapitan' Nasi Kandar, you can enjoy your nasi mandy in various portion, eat-in or take-away. A bit pricey but well worth it. Ample parking spaces during off peak hours.","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
My4Mya,A very good yemeni authentic food served here. Tastewise is excellent. Amir and other staffs are very helpful. Recommended!,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Abdul Rashid Baba,Excellent Arabic food.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Mudassir Rehman,"Awesome Arabic food, I have been to this place and never been disappointed. Taste of food is consistent and prices reasonable. Don't forget to try Chicken Kebab, its my favorite.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Anas Malik,Really a great restaurant ... good quality just a bit price is high if its RM2 less it would be much better...I recommend this to eveeyone,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
sam vige,Fantastic  traditional Yemeni food.Excellent and prompt  service.A must place to eat.Best food I have eaten since I arrived in Malaysia 4 weeks ago.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
N. S.,"There was a dead fly in my drink. The drink was made infront since the bar area is in plain view. If that also cannot maintain cleanliness n hygiene, really cannot imagine the dirty kitchen inside!","Rated 1.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sab Tee,Friendly staff and big space for gatherings. Delicious food and generous portions. Liked the fahsa lamb and the ginormous mulawah bread.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
C.K. Koay,"One of the hidden gems in the Subang area. This humble restaurant, nestled among shops in a cosy suburb, serves authentic middle eastern/Mediterranean cuisine. Try the fresh mulawah bread with the hummus for a light meal. Or try the Fattoush or Stuffed Grape Leaves for starters. The lamb and chicken are to die for and they serve it with 3 different varieties of rice. The ambience is relaxed and not over-the-top. While the decoration may not inspire, the food leaves you desiring to come back to this place often.One of the hidden gems in the Subang area. This humble restaurant, nestled among shops in a cosy suburb, serves authentic middle eastern/Mediterranean cuisine. Try the fresh mulawah bread with the hummus for a light meal. Or try the …More","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Samo Zaidan,"Delicious food. Very comfortable place to dine with friends, family or even bussiness purpose. Parking very easy and service also quite fast. I love this place. peacefull..spaces.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Dr Ahmad Faisal,"Good food but poor service. Be careful when ordering: the kitchen will not advise you when they ran out of certain dishes, instead, they changed at their whimp and fancy.","Rated 1.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
sahyro izzal,"I love the caramel pudding here, but my must have menu, chicken kebab 🤤.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Boon Chuan,"Hadramawt Kitchen located nearby the many automotive show room area in Glenmarie Shah Alam. The food is great value and taste good without burning a hole in your pocket. This is a comfortable place to dine in with families. You can choose whether to sit on normal table and chairs or Arabic seating style on low table. Order the roti Arab, appetizers and lamb rice which all good. Looks like I have found a perfect place for middle eastern food which is reasonably priced. Good food, good portion, friendly and helpful staff. My favourite were their Mullawah bread dipped with lamb sauce with tomato salsa sauce. Taste so good. Without knowing that Mullawah bread is quite huge, we ordered their lamb rice as well. The stewed lamb taste good and the meat was tender and delicious. The stewed version is better than their grilled lamb. Appetizer with stuffed grape leaves and hummus taste fantastic as well.Hadramawt Kitchen located nearby the many automotive show room area in Glenmarie Shah Alam. The food is great value and taste good without burning a hole in your pocket. This is a comfortable place to dine in with families. You can choose …More","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ethan Hon,"Cozy place. Food is delicious, priced very reasonably with a fairly large portion. Staffs r friendly. Parking is everywhere. Theres wifi","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ungku Adika,Great food. Great portion. Good price. Whats more to ask..you wont regret your visit here,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Andrew Ng,Yo that garlic sauce finna make me ACT UP. Staff are always nice and food is amazing 10/10 would hadramawt again <3,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Allen Koay,Good food and friendly service,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Malay Martian,A good place to east Middle eastern food. Usually busy at peak hours. Very comfy place but it is really weird to have a tv only to show kids' programme.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Stephen Toh,I have ordered the hummus and bread with a hot tea; it brought me back to the experience when I was in Saudi for an assignment.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Filzah Nadia,"my go-to for yameni cruisine. food is good, service is good. can get crowded during lunch and dinner and able to cater small parties on the second floor.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ainah Wong,Always go back to this restaurant for good Arabic food.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ezral Azim Abdullah,Yemen authentic cuisine,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Shao-Wen Chan,A fantastic middle eastern cuisine restaurant. The kebabs are juicy and tasty. The rice is fluffy and rich in taste.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
philomena locke,Feel like a prince or princess here. Ambience is excellent. The menu is great. The food follows through - great. Must have - THE BREAD.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Arzee Abdul Rahman,Awesome Arabic food,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Azim Rustam,Food is great. Friendly staffs. There is a small praying area for muslim if the need arise. I'd recommend calling for reservation during peak hours.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
zainalabidin54,"Very good Arabic (Yemeni) food. Though Hadramaet has many oulets, this outlet is the best. Ample public parking spaces. Good service","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Zulfadli Mohamed,Food is really good but the price is quite high. Probably the only place in Klang Valley which serves real authentic arabic dishes.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
adham mazlan,"One of the best Arab food in town. Must try dishes: mixed grill, lamb Mandy, lamb fahsah and mulawah bread.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Jan T,Very satisfied meal with excellent service. The staff patiently explain about the dishes and recommendation.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Fadzli Mahmood,"Overall, satisfying dinner expeience....staff tends to forgot orders but otherwise, ok....ample space of parking if went during night....comfortable for family get together","Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
cristiano ronaldo,"the best mango lassi i have ever tasted, most try it when you come to hadramawt kitchenkeep up the good workto the management and the team behind you.the best mango lassi i have ever tasted, most try it when you come to hadramawt kitchen …More","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Jolene Ong,Love the Burmah Lamb. We usually have the set for 2! Good value and really sumptuous! A flagged favourite for me!,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
GHAZANFAR SHAHID,The place if far from KL and food is good but same as many other Arabic restaurants in KL. Its a nice place to go if you are in the vicinity.,"Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Harun Ahmed,Been here few times and sure going again.  The food bravo!!!  Fast svc.  Beautiful interior.  Love it,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Mohammed Al-Ameri,"To those who love arabian food especially Yemeni cuisine,this is a recommended place. Affordable, good portion and delicious.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sara hath,The best food and the best service and the staffs are extremely friendly and considerate. Must visit and high recommended.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Tek Yan Chua,Great Yemeni tasting food!,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Fares Alnahar,Fantastic place to have your day with friends and family.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
nachea 80,Will recommend to my friend,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ahmed Haguin,Easily the best Yemeni food in town.. Clean taste and taste of real food is distinguishable.. Would definitely come back,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Yohannes Bong,"Nice Middle Eastern food. I came with a large group of 30pax and they were very accommodating, putting us in a large room upstairs.","Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Yosh T,"Their lamb makes me glad to be alive, and their staff are like brothers.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Gaurav P,A farely good middle eastern restaurant. Good portions are comparatively small. Interior are pleasant and airy. Cannot complain of the service.,"Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Jens Christian Halling,Good food and good service. But the ambience wasn't so nice.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
abodi ya,"One of the best Arabic restaurants in Shah Alam, Malaysia","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
KK Chen,"Food was average, not worth the price. However, very clean comfortable restaurant with air conditioner. Staffs were friendly too","Rated 2.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ahmed zahr,"The food is authentic, the quality is high and it's such and amazing cozy place. I am already regular there :D.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sam Zane,Good Mideast food. Value for money. But portion seems like reduced slightly but not too noticeable.,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Prakash Chetwani,Good food with amazing ambience. Sitting arrangement is traditional Yemini style,"Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Jay Santhanam,Take away portion small and no value for money.bread was good but mushroom soup tooooo salty.will definitely be my first and last order,"Rated 1.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Haikal Mohamad,"Friendly service, excellent food, nice deco and reaonable price. Ok lah. I will try it again. Thanx","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Krishnamoorthy Govindarajalu,Very nice,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Logy Hussein,Good tasty food.. Better than some other middle eastern restaurants..,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
farah ahmad,its my regular place..very nice mendy rice.  superb service food fantastic.. a recommended place,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Eric Yeoh,Good food and friendly staff. Rather affordable as well. Recommended,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Subramanian Yoganandam,"Arab food. I really haven't been to many Arabic food yet, therefore I cannot compare and say much about the food. But in general, I liked the food.","Rated 3.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sammad Nawaz,"I have been to many Yemeni restaurants but this is by far the best I have been to. Good food, service and friendly decor.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Riz Khan,Right place for Nasi Arab. Delicious. Price has increase now but still good place to eat,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Azwan S,"Good food,  friendly staff, good price","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Ir Mahadi Mat,One of the place best to enjoy Arabic Food around Subang Jaya and Shah Alam,"Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
James Yeang,Love the Mandi here. Love the lamb also. One of the best restaurants in the area.,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
AHMED Amer,Best place with great Yemeni food I love this place,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Wan Hamirul Hafiz Wan Abdul Hamid,Great food taste. Very reasonably priced. Ample parking space. Highly recommend this restaurant,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Mostafa Abdullah,Great food at a great price! Love the BBQ plates as well as the Yemeni dishes 😋,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Hannah Willis,"Great food, nice pictures on the walls, helpful staff. The chairs are really loud on the floors upstairs though","Rated 4.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Sani Siddiqui,Great food. Loved it!!Make sure you have the burmaa and fasah,"Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
Aiman Maulana,"Good, authentic cuisine at a very reasonable price if not eating alone.","Rated 5.0 out of 5,",Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,"Jalan Penguasa A U1/53A, Kawasan Perindustrian Temasya, Shah Alam, Selangor"
