Author,Review,Rating,Restaurant,Location
Pradhumn Chourey,"Awesome place, good music and interactive staff.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Felic Mike,Overall is good. Maybe sometimes in the future improve your customer service.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Wadd Khun,Greg mabok here..just drink 2 shoot soju,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Liam Powell,Probably the best place in Miri for food and drinks. Not that Miri has much to offer,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ellvi Peberi,Fun place to chill or spent the weekend night.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Romeo Storie,You actually never been to Miri if you never been to MING CAFE!!!!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Maxson Thompson,It's a good place to chilling and relax,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
lye kj,Very nice place to have a drink,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rubene Sindy,Nice cafe to hangout with better choices of food..,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Joana Yong,Bad services because I had sitted there for 15 min and there is not any waiter serve me And the workers is not really polite ...for the food sometimes the chicken is not really cooked ...,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Tim Chaw,Night entertainment life in town. Good music with good foods,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
t m,Good & happening place.... Relaxing and comfortable...,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Azizul Masuri,Good place to weekend hang out with friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Joshua McQuillan,"Great music, loud party vibe","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Wawan Kravitz,Best place for hangout ..bit expensive but still worth to try,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Scott Anderson,Music loud at night but atmosphere good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Denise Goh,The go to place for affordable alcohol and priceless memories ;),"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Chai JW,It can become a place for relax and also if u wanna get drunk,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Santhosh guduguntla,Great place to eat and drink,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
JeRryna Hans,"Nice food, friendly waiter.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
daniel ajan,Good drinks promotion n good music,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Britton Russell,Love Mings. We used to tear it up there all the time.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
edmund belun,Good place to have nice food.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Danny Kumar,Nice place to chillout at night in Miri City 😎,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Greer Speck,Really great food. Amazing service,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Christopher Sam,Crazy crowds on weekends.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jay Pettigrew,"Good food, lots of booze, good service!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Nuha,Lively place in Miri where people gather for drinks and music.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Said Omar Morshidi,"My fav place, i can drink here everyday","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Stephen Chinonso,Best place to hang out in Miri day and night.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Soo Vilson,Cozy & nice place for some food & drinks,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
KEEFOO LEE,"You have never bern to Miri, if you have never pissed at this cafe!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Torsten Elsässer,Awesome Indian/Asian/Malaysian Food and also cheap,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Hafeez Chong,Best place to chill with great music,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kayolka N,Amazing place,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Henry Lu Tze Siang,RM50 is enough for two to dine in for dinner.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rizzmo 17,Feel stress come here enjoy ur night life..,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
kembojaputeh puteh,the best place to chill and party..!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Arthur Yong,Good place to drink with friends 10/10,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Al,"Fresh ingredients, well presented food with great flavours","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
suresh murugiah,good food. I loved the lamb,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Charlie Tan,Some branded beer are not as fresh as it shd be.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Chuo Ngiu Hung,Good price on alcohol drinks,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Victoria Rose,Our memories during Happy Hours 🍻😀💝,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vienjap,Very fun and drink beer.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Izneil Nashriq,Great place to hang and drink 👍,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lisa Hamaz,Literally the go-to spot for a night out in Miri! Loved it :),"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
James Jok Imang,Buy 2 free one Guinness ma,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Delson Lai,A must go when you're in Miri. Basically the Centre of the nightlife in Miri.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Entau Ngumbang,Good service. Original liquor & beer,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Shi Yu Wong,Best atmosphere you can get,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
t. Kong,Cigarette are not selling here :(,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lovely Lily,Love their choice of music. 👍,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kiranjit Singh,"Awesome beers, n foods","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Arthur John,Good place. Food is mehh.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Spencer Felix,Best place to chill out and get drunk !!!!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Pavitra Mohan,Nice place for hangout with Friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Syl Ngilo,Good food good booze,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jegan Pillay,Very vibrant and young crowd!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Avril Heldsinger,"Great affordable food, love Ming!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Chai Mui Chin,Nice place for chitchat and clubbing.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ruby 2411,Very friendly staff n convenient,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
kevin darbyshire,Great place great food great beerss,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jon Beard,The number 1 bar in Miri. Everyone must go here 1st,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Wuei Chua,Cool cool joint.. down to earth fun,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
John CalMeMrNOOBIE,The best Bar at Miri city!!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
nathaniel ingan,Great place to drink and relax,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Paul Wan,"So so, bit humid, need cool air","Rated 2.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
julianna sim,Good food fun place.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ian Perrett,"Nice food, beers cold","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Piyen,A place to chill out..drink..eat & talk on how to solve world problems..,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Diego Favaro,Nice place with good music,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Chai Ching SIA,Probably the best pub in town,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jago Ten,Fresh beer !,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Awangku mohammad Hassim,Good place..special for tourist,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Reece Fredrick (Deus Ex Rhys),Best hangouts. Love the vibes.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Aliff Fiqri Razak,Busy place. Hangout place for expats and locals,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sze Kai Hwa,Nice place to hang out with friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
江DK [JiangDK],Good pork to eat here,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
joy letsenjoy,One place u can get all type of food,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
M M,Nice place to chill around with friends.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Daniella,"Never a bad time, at Mings.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Raphael S,Nice place to eat and meet friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Henry N A,Best place to chill and relax.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Frankie Nanta,Good place to hang out with friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kien-Ping Chung,Nice place for happy Friday,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Peter Siew,"Bad taste, never come back again","Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
CH Loke,Good ambience and good feel,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
ambrose john,Place for chill out while listen to the music,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Melchizedek Thomas,Not bad .,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ariz Disquitado,Best hang out and night life,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
ken clark,Very friendly staff and prices suit my wallet,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alvis Chia,Top hot spot for visitors,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Annika Babler,Great Food and Beer.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sohai Lapit,Nice cozy place to relax,"Rated 2.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vivimartin,A calm and relaxing place to dine in,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Francesca Chew,Highly recommended. Friendly servers,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Syed Firdaus Alsagoff,Always an entertaining place 😀😀😀,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Deshon ts,Nice place for hang out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jason Paulraj,"Shisha(bad n exp), drinks n food","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Dang Vinh Tam,Good food & beer,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Mac B,"great place, great atmosphere","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ian Chan,Nice place to hang out with friends,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lang Walang,So many  people here,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Stijn De Vries,Very good pizza,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Remus,Good place to hangout.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kepl-Danet Benjamin,Have to pass by there especially end of the week,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Richard Lee,The most happening bistro in miri,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Darick Ng,"Many varieties of foods, u name u get it!!!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Bayu Indroputranto,Good place to hang out,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
P K Cheng,Wonderful place to hang out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Elvy Megong,Good for release tension,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Fahmi Izzudin,Nice food and nice peoples...,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Mohamad Hafiz,You can drinking until the morning,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Muhammad A. Cheema,Used to love this place.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Calvin Seah,Nice place to chill out with friends,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ivan Siow,Very good atmosphere,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Edison Lennet,😍,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Adachi Hana,A must visit if you're at Miri.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Nicholas Soon,Good hang out bistro...,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Darth Regor,Too many drunk people,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Amol Pote,Can get Indian food,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Deon Van Der Walt,Make the best jager trains,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Junior Jang,"sit, relax & entertaining 👍","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vince Tang,Still popular as always.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alex Wong,Still happening after all this while....,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Teacher Marlyn,Cool place to relax.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Burn Tayan,Best place to meet people,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alexander,Try the pork pizza. Yums,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Dawa Sherpa,Nice one,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kenneth Wong,Good and nice place..,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rickson Tan,Nice place ti hang up,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
simon chhang,Nice place to chill out...,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Danny Jau Karing,Chill place to be at on the weekday and weekends,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
jerry timbol,Nice place to hang out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
elvis ter,🍻🥂🍺🥃🍾🍹🍸🍷,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rita Chia,Always in happening.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Joanne Voon,Nice food,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kenneth Chong,Too loud to have a proper discussion.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
rauhjojo47 Jojo47,I need lgbt song,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Shirley Puting,"Who's know, you might get caught here","Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Maheswaran Selvaratnam,Good food and ambience,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
YeeHee (YeeHee),G r e a t.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Richeal Raymond,Nice place to chill with friends,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alice Maurynea,Best place to chillin'.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Duncan Tegner,Great jaggermeister deals,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Marlon Louie,Best,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
A D.,Best bar in miri,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vignes Agni,Fun and affordable,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Randolph De Souza,Good and friendly service,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sam Botelho,Perfect hangout place in miri,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Justin William,Place for drunkers.. Hahaha,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Yogesh Kulkarni,good food,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Steve A,Great watering hole.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ruwan Dissanayake,Best food,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Inder Sandhi,No many species in side,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
micheal lim,Chill out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
khairul Nizam,Lovely crowd,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Stephanie G.C,All time favorite,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
clinton thomson,Table alway full,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
haddy arman,nice place to chill out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Max Rueeger,My famos pup in Miri,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Yovaraj K.,Nice place to hang out,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
paTryk marTel,Nice place to chill,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Edwin Yii,A must visit place/hangout,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
theadeus joe,Nice place to hang out,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Antonio Leonard,Best place,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sujith S,Terrific atmosphere.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
christopher enjah,I love it here!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kadir Cybertaiko,Good place to chill,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
DeN Vardy,ming's greaser,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Joseph Koh,Love the food here,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ricky Ak Eri,Follow s.o.p,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alister Augustine,best place to chillz,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Brandon Aun,HAUS,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Moses Paren,my second home lol,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
rosilla raymond,Nice place to chill,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Slee Corp,Great beer,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
khalid ahmad,Close at 2 am,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
S. Bob,To die for dim sum.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Dc G,Cozy.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jeremy J,Its okay.,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alexandr Mukha,The only place in Miri)),"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Serena Christopher,The people here will make you feel like you're home!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Joonyer Henre,Place to chilled out,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jaime Leong,This is where you should be when you in miri.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Nelson Kum,It was awsome,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Baby mimi,love it,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Eddy Tan,Always no seat,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jay Ng Yap Joo,"Nice place to hangout, many choices of draft beer, local food.....","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ben Pua,A have to visit when in Miri,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kenneth Khoo,Nice!,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Beni Bahtiar,Mingcafe is the best,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Potriyan,as happening as it gets for the town,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sarawak,Very bad service,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ken Twotep,Cosyy,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Johnjeet Dom,Great vibe,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Awangku Mohd Shafiq,The best place,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
C P Y,Good food.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Henry Angala,This place is perfect.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rieta ravael,nice,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Mohamad Hamizan Omar,Cool place.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
M. C. B. P.,Dishonest staff,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
hang chian ting,Nice,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
House of Panashe Exists #HOPE,Great services,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Awgku Mohd faizal,Best,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jimmy Home designs,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Corina Jeff,Friendly....Helpful...,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Rendy Alc,Nice,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Douglas Iskandar,LOUD!,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
paul ling,Nice,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
김프로,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jack Lau,Extensive menu,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Hardy Rose Clement,Favourite port,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
ROSTER 23,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Gigui 89,nothing to complain,"Rated 2.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jonathan Ambrose,Feels like home,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Richard Lu,Ok,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Terrence L,Nice,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
X-Treme,Not bad place,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
KK Pau,Great food,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Bibi Mys,Entertaining atmosphere,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Peter Lang,Cool,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Tai Malby,Best place in Miri,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
YONG HOCK LEONG,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lip Chee Ngo,great ambience,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Tony Chee,Lit,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Anup kumar Sinha,Very good...,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Shawn Css,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
chua enar chua,good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ivan Lim,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Christy Marshall Edward,Enjoy,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Nelson B,Love,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Mei Ling,Awesomel,"Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
safar ali,Good,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
System4070 Down,Amazing,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
